framework,samples,framework contributors,sample contributors,common contributors,common/framework,common/sample
android,android-AutofillFramework,30,1,0,0,0
android,android-play-location,30,12,0,0,0
android,google-services,30,30,0,0,0
android,easypermissions,30,20,0,0,0
android,android-testing,30,27,0,0,0
android,android-Camera2Basic,30,3,0,0,0
android,android-credentials,30,6,0,0,0
android,android-EmojiCompat,30,1,0,0,0
android,android-instant-apps,30,6,0,0,0
android,android-nearby,30,12,0,0,0
android,android-AppUsageStatistics,30,1,0,0,0
android,android-custom-lint-rules,30,8,0,0,0
android,android-play-billing,30,15,0,0,0
android,android-vision,30,15,0,0,0
android,android-ads,30,8,0,0,0
android,android-SpeedTracker,30,3,0,0,0
android,android-BluetoothLeGatt,30,2,0,0,0
android,android-Camera2Raw,30,1,0,0,0
android,android-WifiRttScan,30,1,0,0,0
android,android-ActionBarCompat-ShareActionProvider,30,1,0,0,0
android,android-testdpc,30,17,1,"0,033333333333333","0,058823529411765"
android,android-PictureInPicture,30,1,0,0,0
android,android-ActivitySceneTransitionBasic,30,1,0,0,0
android,android-Camera2Video,30,3,0,0,0
android,android-Notifications,30,2,0,0,0
android,android-BasicAccessibility,30,2,0,0,0
android,android-XYZTouristAttractions,30,1,0,0,0
android,android-WearVerifyRemoteApp,30,1,0,0,0
android,android-WearSpeakerSample,30,1,0,0,0
android,android-WearHighBandwidthNetworking,30,1,0,0,0
android,android-WearDrawers,30,1,0,0,0
android,android-WearComplicationProvidersTestSuite,30,1,0,0,0
android,android-WearAccessibilityApp,30,1,0,0,0
android,android-WatchFace,30,1,0,0,0
android,android-RuntimePermissionsWear,30,2,0,0,0
android,android-JumpingJack,30,1,0,0,0
android,android-DataLayer,30,1,0,0,0
android,android-AlwaysOn,30,1,0,0,0
android,android-MediaEffects,30,1,0,0,0
android,android-DirectBoot,30,2,0,0,0
android,leanback-showcase,30,10,0,0,0
android,android-MessagingService,30,3,0,0,0
android,androidtv-sample-inputs,30,7,0,0,0
android,leanback-homescreen-channels,30,2,0,0,0
android,android-play-publisher-api,30,6,0,0,0
android,androidtv-Leanback,30,20,0,0,0
android,android-BluetoothChat,30,1,0,0,0
android,android-MediaRecorder,30,6,0,0,0
android,android-fit,30,5,0,0,0
android,android-DisplayingBitmaps,30,1,0,0,0
android,android-testing-templates,30,5,0,0,0
android,android-ActivityInstrumentation,30,1,0,0,0
android,chromeos-android-draganddrop-demo,30,0,0,0,#DIV/0!
android,android-BasicRenderScript,30,1,0,0,0
android,android-TensorFlowCloudMachineLearningEngineStylizer,30,1,0,0,0
android,android-CustomChoiceList,30,1,0,0,0
android,android-WatchViewStub,30,1,0,0,0
android,android-Timer,30,1,0,0,0
android,android-TextSwitcher,30,1,0,0,0
android,android-TextLinkify,30,1,0,0,0
