framework ,samples ,framework contributors ,sample contributors ,common contributors ,common/framework ,common/sample
android, android-play-publisher-api ,3261,13,2,"0,000613308800981","0,153846153846154"
android, androidtv-Leanback ,3261,271,7,"0,002146580803435","0,025830258302583"
android, android-BluetoothChat ,3261,25,0,0,0
android, android-MediaRecorder ,3261,39,0,0,0
android, android-fit ,3261,56,4,"0,001226617601963","0,071428571428572"
android, android-DisplayingBitmaps ,3261,25,0,0,0
android, android-testing-templates ,3261,28,1,"0,000306654400491","0,035714285714286"
android, android-ActivityInstrumentation ,3261,24,0,0,0
android, chromeos-android-draganddrop-demo ,3261,11,2,"0,000613308800981","0,181818181818182"
android, android-BasicRenderScript ,3261,23,0,0,0
android, android-TensorFlowCloudMachineLearningEngineStylizer ,3261,2,0,0,0
android, android-CustomChoiceList ,3261,24,0,0,0
android, android-WatchViewStub ,3261,27,0,0,0
android, android-Timer ,3261,27,0,0,0
android, android-TextSwitcher ,3261,24,0,0,0
android, android-TextLinkify ,3261,24,0,0,0
android, android-SynchronizedNotifications ,3261,28,0,0,0
android, android-SwipeRefreshMultipleViews ,3261,24,0,0,0
android, android-SwipeRefreshListFragment ,3261,24,0,0,0
android, android-SwipeRefreshLayoutBasic ,3261,24,0,0,0
android, android-StorageProvider ,3261,26,0,0,0
android, android-StorageClient ,3261,24,0,0,0
android, android-SlidingTabsColors ,3261,24,0,0,0
android, android-SlidingTabsBasic ,3261,26,1,"0,000306654400491","0,038461538461539"
android, android-SkeletonWearableApp ,3261,27,0,0,0
android, android-ShareActionProvider ,3261,5,0,0,0
android, android-ScreenCapture ,3261,24,1,"0,000306654400491","0,041666666666667"
android, android-ScopedDirectoryAccess ,3261,13,1,"0,000306654400491","0,076923076923077"
android, android-RuntimePermissions ,3261,16,0,0,0
android, android-RevealEffectBasic ,3261,24,0,0,0
android, android-RepeatingAlarm ,3261,24,0,0,0
android, android-RenderScriptIntrinsic ,3261,23,0,0,0
android, android-RecyclerView ,3261,25,0,0,0
android, android-RecipeAssistant ,3261,27,0,0,0
android, android-Quiz ,3261,28,0,0,0
android, android-PermissionRequest ,3261,21,0,0,0
android, android-PdfRendererBasic ,3261,25,0,0,0
android, android-NotificationChannels ,3261,5,0,0,0
android, android-NfcProvisioning ,3261,19,0,0,0
android, android-NetworkConnect ,3261,25,0,0,0
android, android-NavigationDrawer ,3261,26,1,"0,000306654400491","0,038461538461539"
android, android-MultiWindowPlayground ,3261,9,0,0,0
android, android-MidiSynth ,3261,12,0,0,0
android, android-MidiScope ,3261,12,0,0,0
android, android-MediaRouter ,3261,24,0,0,0
android, android-MediaBrowserService ,3261,26,0,0,0
android, android-LNotifications ,3261,25,0,0,0
android, android-JobScheduler ,3261,26,1,"0,000306654400491","0,038461538461539"
android, android-Interpolator ,3261,23,0,0,0
android, android-ImmersiveMode ,3261,24,0,0,0
android, android-HorizontalPaging ,3261,25,0,0,0
android, android-HdrViewfinder ,3261,24,0,0,0
android, android-GridViewPager ,3261,27,0,0,0
android, android-Geofencing ,3261,28,0,0,0
android, android-FloatingActionButtonBasic ,3261,25,0,0,0
android, android-Flashlight ,3261,27,0,0,0
android, android-FingerprintDialog ,3261,25,3,"0,000919963201472","0,12"
android, android-FindMyPhone ,3261,28,0,0,0
android, android-ElizaChat ,3261,27,0,0,0
android, android-ElevationDrag ,3261,25,1,"0,000306654400491","0,04"
android, android-ElevationBasic ,3261,25,1,"0,000306654400491","0,04"
android, android-DrawableTinting ,3261,24,0,0,0
android, android-DragAndDropAcrossApps ,3261,4,0,0,0
android, android-DownloadableFonts ,3261,5,0,0,0
android, android-DoneBar ,3261,25,0,0,0
android, android-DocumentCentricRelinquishIdentity ,3261,23,0,0,0
android, android-DocumentCentricApps ,3261,24,0,0,0
android, android-DirectShare ,3261,12,0,0,0
android, android-DirectorySelection ,3261,21,0,0,0
android, android-DeviceOwner ,3261,18,0,0,0
android, android-DelayedConfirmation ,3261,28,0,0,0
android, android-CustomTransition ,3261,24,0,0,0
android, android-CustomNotifications ,3261,24,0,0,0
android, android-ContentProviderPaging ,3261,5,0,0,0
android, android-ConfirmCredential ,3261,16,2,"0,000613308800981","0,125"
android, android-CommitContentSampleIME ,3261,7,0,0,0
android, android-CommitContentSampleApp ,3261,7,0,0,0
android, android-ClippingBasic ,3261,25,1,"0,000306654400491","0,04"
android, android-CardView ,3261,26,0,0,0
android, android-CardReader ,3261,24,0,0,0
android, android-CardEmulation ,3261,24,0,0,0
android, android-BorderlessButtons ,3261,24,0,0,0
android, android-BluetoothAdvertisements ,3261,17,0,0,0
android, android-BeamLargeFiles ,3261,18,0,0,0
android, android-BatchStepSensor ,3261,25,0,0,0
android, android-BasicTransition ,3261,24,0,0,0
android, android-BasicSyncAdapter ,3261,26,1,"0,000306654400491","0,038461538461539"
android, android-BasicNotifications ,3261,24,0,0,0
android, android-BasicNetworking ,3261,24,0,0,0
android, android-BasicMultitouch ,3261,24,0,0,0
android, android-BasicMediaRouter ,3261,24,0,0,0
android, android-BasicMediaDecoder ,3261,25,0,0,0
android, android-BasicManagedProfile ,3261,25,1,"0,000306654400491","0,04"
android, android-BasicImmersiveMode ,3261,24,0,0,0
android, android-BasicGestureDetect ,3261,24,0,0,0
android, android-BasicContactables ,3261,26,0,0,0
android, android-BasicAndroidKeyStore ,3261,25,0,0,0
android, android-AutoBackupForApps ,3261,14,0,0,0
android, android-AsymmetricFingerprintDialog ,3261,20,2,"0,000613308800981","0,1"
android, android-AppShortcuts ,3261,7,0,0,0
android, android-AppRestrictionSchema ,3261,26,0,0,0
android, android-AppRestrictions ,3261,25,0,0,0
android, android-AppRestrictionEnforcer ,3261,25,0,0,0
android, android-AdvancedImmersiveMode ,3261,24,0,0,0
android, android-ActiveNotifications ,3261,17,0,0,0
android, android-ActionBarCompat-Styled ,3261,24,0,0,0
android, android-ActionBarCompat-ListPopupMenu ,3261,25,0,0,0
android, android-ActionBarCompat-Basic ,3261,25,0,0,0
android, android-key-attestation ,3261,3,0,0,0
android, android-play-places ,3261,24,0,0,0
android, android-AccelerometerPlay ,3261,1,0,0,0
android, android-play-awareness ,3261,3,1,"0,000306654400491","0,333333333333333"
android, leanback-assistant ,3261,6,0,0,0
android, android-play-safetynet ,3261,20,0,0,0
android, account-transfer-api ,3261,2,1,"0,000306654400491","0,5"
android, android-SimpleMediaPlayer ,3261,3,0,0,0
android, android-fido ,3261,13,0,0,0
android, android-WearStandaloneGoogleSignIn ,3261,3,0,0,0
android, android-WearOAuth ,3261,3,0,0,0
android, android-unsplash ,3261,34,4,"0,001226617601963","0,117647058823529"
android, android-codelab-watchface ,3261,1,1,"0,000306654400491",1
android, android-OurStreets ,3261,7,1,"0,000306654400491","0,142857142857143"
android, android-WearCompanionLibrary ,3261,11,0,0,0
android, android-gcmnetworkmanager ,3261,7,0,0,0
android, identity-toolkit-android ,3261,29,0,0,0
android, android-WclDemoSample ,3261,2,0,0,0
android, attendee-checkin ,3261,2,2,"0,000613308800981",1
android, android-play-games-in-motion ,3261,6,0,0,0
android, androidtv-daydream ,3261,3,0,0,0
android, androidtv-VisualGameController ,3261,2,1,"0,000306654400491","0,5"
android, androidtv-GameController ,3261,8,1,"0,000306654400491","0,125"
android, android-google-accounts ,3261,11,1,"0,000306654400491","0,090909090909091"
