nameProject,total,add,modify,delete,tipoDistinct,java,javaDistinct,properties,jar,jarDistinct,build.gradle,buildDistinct,pom.xml,pomDistinct,manifest.xml,manifestDistinct,xml,xmlDistinct,bat,batDistinct,md,adoc,read,yaml,yamlDistinct,txt,txtDistinct,sh,shDistinct,travisyml,yml,ymlDistinct,cmd,cmdDistinct,kt,ktDistinct,json,jsonDistinct,other
android-key-attestation,14,12,2,0,7,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
android-play-places,261,210,46,5,10,62,47,9,4,4,17,9,0,0,5,4,78,75,4,4,18,0,18,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,65
android-AccelerometerPlay,25,25,0,0,10,1,1,1,1,1,2,2,0,0,1,1,3,3,1,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
android-play-awareness,36,31,5,0,10,4,3,3,1,1,4,2,0,0,1,1,9,9,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
leanback-assistant,133,66,65,2,11,43,18,4,1,1,6,2,0,0,2,1,27,12,1,1,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
android-play-safetynet,108,73,26,9,14,21,16,4,2,2,6,5,0,0,2,2,18,18,2,2,20,0,20,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,30
account-transfer-api,38,33,5,0,10,9,7,2,1,1,4,2,0,0,1,1,8,7,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
android-SimpleMediaPlayer,34,32,2,0,12,4,4,2,1,1,2,2,0,0,1,1,5,5,1,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
android-fido,86,56,26,4,11,26,8,3,3,2,5,2,0,0,1,1,23,22,2,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
android-WearStandaloneGoogleSignIn,33,31,2,0,10,2,2,1,1,1,3,2,0,0,2,1,14,13,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8
android-WearOAuth,24,21,3,0,10,2,1,2,1,1,3,2,0,0,2,1,4,3,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
android-unsplash,186,57,126,3,10,67,18,6,1,1,10,2,0,0,5,1,79,20,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
android-codelab-watchface,52,52,0,0,10,5,5,2,1,1,6,6,0,0,5,5,20,20,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
android-OurStreets,90,71,19,0,10,37,26,3,1,1,5,2,0,0,1,1,26,23,1,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
android-WearCompanionLibrary,70,58,12,0,11,26,20,2,1,1,4,2,0,0,1,1,12,11,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
android-gcmnetworkmanager,34,28,6,0,10,6,2,2,1,1,2,2,0,0,1,1,9,7,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
identity-toolkit-android,174,113,54,7,10,7,3,3,6,3,7,2,0,0,6,2,79,45,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71
android-WclDemoSample,114,113,1,0,11,14,14,2,1,1,4,4,0,0,3,3,39,39,1,1,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,50
attendee-checkin,135,134,1,0,11,45,45,1,2,2,2,2,0,0,1,1,34,34,1,1,3,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,44
android-play-games-in-motion,317,268,14,35,14,33,31,2,1,1,2,2,0,0,1,1,54,49,1,1,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
androidtv-daydream,38,37,1,0,5,14,13,0,0,0,2,2,0,0,1,1,14,14,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
androidtv-VisualGameController,42,42,0,0,9,5,5,2,1,1,1,1,0,0,0,0,8,8,1,1,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,21
androidtv-GameController,70,47,14,9,10,32,16,2,2,2,2,2,0,0,1,1,15,11,1,1,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,9
android-google-accounts,74,55,19,0,11,7,5,6,2,2,7,6,0,0,2,2,15,15,2,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
