repository,forks,diskUsage_KB,stargazers,watchers,issues,commits,pullRequests,updatedAt,projects,status,ahead_by,behind_by
seventhmoon/android-DirectShare,0,433,0,1,0,1,0,2015-09-07T09:57:04Z,0,behind,0,11
MaTriXy/android-DirectShare,0,809,0,0,0,1,0,2015-09-17T05:52:46Z,0,behind,0,11
AdamRLukaitis/android-DirectShare,0,809,0,1,0,1,0,2015-09-20T10:57:16Z,0,behind,0,11
lbarrosop/android-DirectShare,0,809,0,1,0,1,0,2015-09-21T13:32:20Z,0,behind,0,11
mcjug2015/android-DirectShare,0,809,0,1,0,1,0,2015-09-26T17:28:37Z,0,behind,0,11
manishpathak99/android-DirectShare,0,809,0,1,0,1,0,2015-09-29T21:34:24Z,0,behind,0,11
JessicaHsu/android-DirectShare,0,379,0,1,0,3,0,2015-11-30T01:27:40Z,0,behind,0,9
taranjeetsapra/android-DirectShare,0,379,0,1,0,3,0,2015-12-09T18:30:13Z,0,behind,0,9
jimmyleo85/android-DirectShare,0,379,0,1,0,4,0,2016-01-13T04:04:54Z,0,behind,0,8
UchihaKutter/android-DirectShare,0,379,0,1,0,4,0,2016-03-07T07:11:37Z,0,behind,0,8
pranaypatel512/android-DirectShare,0,379,0,1,0,4,0,2016-03-17T13:07:44Z,0,behind,0,8
UmeshJangid/android-DirectShare,0,379,0,1,0,4,0,2017-03-24T06:44:38Z,0,behind,0,8
lhzhang/android-DirectShare,0,380,0,1,0,6,0,2016-05-26T01:25:48Z,0,behind,0,6
kleopatra999/android-DirectShare,0,380,0,1,0,6,0,2016-05-31T10:53:59Z,0,behind,0,6
aharshbe/android-DirectShare,0,380,0,1,0,6,0,2016-06-02T19:03:20Z,0,behind,0,6
Gybra/android-DirectShare,0,380,0,1,0,6,0,2016-07-22T23:37:32Z,0,behind,0,6
agentraymond232/android-DirectShare,0,380,0,1,0,7,0,2016-08-17T17:04:36Z,0,behind,0,5
paladinstha/android-DirectShare,0,380,0,0,0,7,0,2016-08-22T05:59:33Z,0,behind,0,5
andVisions/android-DirectShare,0,380,0,1,0,7,0,2016-09-10T09:22:42Z,0,behind,0,5
xizzzz/android-DirectShare,0,385,0,1,0,10,0,2016-10-17T23:38:23Z,0,diverged,3,5
dramirezm/android-DirectShare,0,381,0,1,0,8,0,2017-01-15T20:29:24Z,0,behind,0,4
adrienjoly/android-DirectShare,0,381,0,1,0,8,0,2017-10-27T12:01:23Z,0,behind,0,4
pk-codebox-evo/android-apps-android-DirectShare,0,381,0,1,0,8,0,2017-01-23T06:42:12Z,0,behind,0,4
jameschen00/android-DirectShare,0,381,0,1,0,8,0,2017-02-01T13:37:57Z,0,behind,0,4
ssfve/android-DirectShare,0,381,0,1,0,8,0,2017-03-01T15:04:55Z,0,behind,0,4
ritesh-bhavsar86/android-DirectShare,0,382,0,1,0,9,0,2017-05-26T09:38:32Z,0,behind,0,3
shadowmanpat/android-DirectShare,0,382,0,0,0,11,0,2017-12-05T09:55:27Z,0,behind,0,1
mohanrajsambath/android-DirectShare,0,382,0,1,0,11,0,2017-12-08T06:41:24Z,0,behind,0,1
edymaradona/android-DirectShare,0,382,0,0,0,11,0,2017-12-16T19:59:23Z,0,behind,0,1
munzuruleee/android-DirectShare,0,382,0,1,0,11,0,2017-12-28T09:57:36Z,0,behind,0,1
dklvip/android-DirectShare,0,382,0,0,0,11,0,2018-01-11T08:12:15Z,0,behind,0,1
hamedgol/android-DirectShare,0,382,0,0,0,11,0,2018-02-13T12:36:36Z,0,behind,0,1
anthrax3/android-DirectShare,0,383,0,1,0,12,0,2018-03-05T02:07:24Z,0,identical,0,0
amstv/android-DirectShare,0,383,0,0,0,12,0,2018-03-18T21:30:41Z,0,identical,0,0
morristech/android-DirectShare,0,383,0,1,0,12,0,2018-05-28T21:04:33Z,0,identical,0,0
giul2016/android-DirectShare,0,383,0,1,0,12,0,2018-07-03T22:01:44Z,0,identical,0,0
hankinghu/android-DirectShare,0,383,0,1,0,12,0,2018-09-11T01:29:02Z,0,identical,0,0
