repository,forks,diskUsage_KB,stargazers,watchers,issues,commits,pullRequests,updatedAt,projects,status,ahead_by,behind_by
vivekgidmare/android-Camera2Basic,0,148,0,0,0,1,0,2014-06-27T05:08:32Z,0,behind,0,27
andrewpetrovic/android-Camera2Basic,0,148,0,1,0,1,0,2014-06-27T05:08:32Z,0,behind,0,27
lbk003/android-Camera2Basic,0,148,0,0,0,1,0,2014-06-30T22:45:43Z,0,behind,0,27
dylian94/android-Camera2Basic,0,226,1,1,0,7,0,2014-10-24T21:37:10Z,0,diverged,6,27
davidrush66/android-Camera2Basic,0,204,0,1,0,1,0,2014-07-25T04:06:57Z,0,behind,0,27
sanathe06/android-Camera2Basic,0,204,0,1,0,1,0,2014-08-22T10:40:12Z,0,behind,0,27
iridiumwings/android-Camera2Basic,0,230,0,1,0,2,0,2014-09-09T06:27:20Z,0,behind,0,26
xdavid85/android-Camera2Basic,0,230,0,1,0,2,0,2014-10-02T20:23:12Z,0,behind,0,26
ryandzhunter/android-Camera2Basic,0,230,0,1,0,2,0,2014-10-12T02:24:59Z,0,behind,0,26
sevenboarder/android-Camera2Basic,0,230,0,0,0,2,0,2014-10-20T06:47:23Z,0,behind,0,26
ivandisi/android-Camera2Basic,0,230,0,0,0,2,0,2014-10-20T06:47:23Z,0,behind,0,26
cactis/android-Camera2Basic,0,230,0,1,0,2,0,2014-10-29T03:33:57Z,0,behind,0,26
anubhavsaxena/android-Camera2Basic,0,230,0,1,0,2,0,2014-10-29T03:33:57Z,0,behind,0,26
larsonmattr/android-Camera2Basic,0,230,0,1,0,2,0,2014-11-08T04:32:32Z,0,behind,0,26
woxxy/android-Camera2Basic,0,184,0,1,0,3,0,2014-11-16T23:50:11Z,0,diverged,1,26
AvrahamWeiss/android-Camera2Basic,0,278,0,1,0,3,0,2014-11-25T15:08:29Z,0,behind,0,25
moritalous/android-Camera2Basic,0,278,0,1,0,3,0,2014-11-30T03:04:20Z,0,behind,0,25
WhyX/android-Camera2Basic,0,1528,0,1,0,6,0,2014-12-12T06:56:14Z,0,behind,0,22
kolawoletech/android-Camera2Basic,0,1528,1,0,0,6,0,2014-12-13T14:26:29Z,0,behind,0,22
