type,delay,0
Android,,
Android,,
Android,,
Android,,
Android,,
Android,58,
Android,58,
Android,,
Android,,
Android,,
Android,,
Android,58,
Android,58,
Android,,
Android,90,
Android,90,
Android,90,
Android,90,
Android,90,
Android,90,
Android,58,
Android,21,
Android,,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,,
Android,21,
Android,21,
Android,79,
Android,21,
Android,21,
Android,21,
Android,1,
Android,97,
Android,1,
Android,1,
Android,21,
Android,21,
Android,21,
Android,21,
Android,,
Android,21,
Android,21,
Android,21,
Android,,
Android,21,
Android,21,
Android,,
Android,,
Android,21,
Android,,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,,
Android,,
Android,,
Android,72,
Android,21,
Android,21,
Android,21,
Android,21,
Android,,
Android,,
Android,21,
Android,,
Android,21,
Android,21,
Android,,
Android,21,
Android,,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,,
Android,,
Android,21,
Android,21,
Android,21,
Android,21,
Android,,
Android,,
Android,,
Android,,
Android,21,
Android,21,
Android,21,
Android,21,
Android,,
Android,21,
Android,72,
Android,,
Android,21,
Android,,
Android,21,
Android,21,
Android,,
Android,21,
Android,21,
Android,21,
Android,,
Android,,
Android,21,
Android,21,
Android,,
Android,,
Android,,
Android,,
Android,21,
Android,21,
Android,21,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,21,
Android,21,
Android,21,
Android,,
Android,21,
Android,21,
Android,21,
Android,,
Android,21,
Android,,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,97,
Android,97,
Android,97,
Android,,
Android,97,
Android,97,
Android,97,
Android,97,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,,
Android,,
Android,,
Android,,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,21,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,21,
Android,21,
Android,,
Android,,
Android,73,
Android,73,
Android,21,
Android,21,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,21,
Android,124,
Android,,
Android,124,
Android,64,
Android,124,
Android,124,
Android,293,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,64,
Android,124,
Android,124,
Android,124,
Android,,
Android,124,
Android,124,
Android,139,
Android,124,
Android,124,
Android,124,
Android,,
Android,,
Android,104,
Android,,
Android,124,
Android,124,
Android,124,
Android,124,
Android,139,
Android,124,
Android,124,
Android,124,
Android,64,
Android,124,
Android,124,
Android,,
Android,,
Android,124,
Android,,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,,
Android,,
Android,,
Android,,
Android,124,
Android,124,
Android,124,
Android,124,
Android,,
Android,124,
Android,124,
Android,5,
Android,124,
Android,,
Android,64,
Android,124,
Android,,
Android,64,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,43,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,,
Android,,
Android,124,
Android,64,
Android,124,
Android,124,
Android,,
Android,,
Android,,
Android,,
Android,124,
Android,124,
Android,124,
Android,124,
Android,81,
Android,124,
Android,,
Android,,
Android,124,
Android,,
Android,124,
Android,64,
Android,,
Android,64,
Android,124,
Android,124,
Android,,
Android,,
Android,124,
Android,124,
Android,,
Android,,
Android,,
Android,,
Android,124,
Android,124,
Android,124,
Android,,
Android,,
Android,,
Android,179,
Android,179,
Android,124,
Android,124,
Android,124,
Android,,
Android,124,
Android,124,
Android,124,
Android,,
Android,124,
Android,41,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,69,
Android,69,
Android,69,
Android,69,
Android,69,
Android,69,
Android,69,
Android,69,
Android,124,
Android,,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,,
Android,,
Android,,
Android,,
Android,124,
Android,124,
Android,124,
Android,124,
Android,124,
Android,47,
Android,47,
Android,47,
Android,47,
Android,,
Android,47,
Android,,
Android,47,
Android,,
Android,47,
Android,47,
Android,47,
Android,47,
Android,47,
Android,47,
Android,76,
Android,124,
Android,124,
Android,124,
Android,,
Android,124,
Android,124,
Android,124,
Android,151,
Android,151,
Android,151,
Android,151,
Android,151,
Android,124,
Android,124,
Android,,
Android,,
Android,,
Android,,
Android,124,
Android,124,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,124,
Android,72,
Android,51,
Android,72,
Android,,
Android,72,
Android,72,
Android,26,
Android,26,
Android,72,
Android,72,
Android,72,
Android,72,
Android,72,
Android,72,
Android,72,
Android,72,
Android,72,
Android,72,
Android,72,
Android,72,
Android,72,
Android,,
Android,51,
Android,51,
Android,72,
Android,,
Android,72,
Android,72,
Android,,
Android,72,
Android,72,
Android,72,
Android,,
Android,,
Android,,
Android,,
Android,72,
Android,72,
Android,72,
Android,72,
Android,,
Android,72,
Android,72,
Android,72,
Android,,
Android,72,
Android,72,
Android,,
Android,,
Android,72,
Android,,
Android,72,
Android,72,
Android,72,
Android,72,
Android,72,
Android,,
Android,,
Android,,
Android,,
Android,72,
Android,72,
Android,72,
Android,72,
Android,,
Android,26,
Android,72,
Android,,
Android,72,
Android,,
Android,,
Android,72,
Android,,
Android,,
Android,72,
Android,72,
Android,72,
Android,72,
Android,72,
Android,,
Android,72,
Android,72,
Android,72,
Android,3,
Android,72,
Android,3,
Android,,
Android,,
Android,72,
Android,,
Android,51,
Android,51,
Android,,
Android,,
Android,71,
Android,71,
Android,72,
Android,72,
Android,72,
Android,72,
Android,,
Android,72,
Android,,
Android,,
Android,72,
Android,,
Android,72,
Android,,
Android,,
Android,,
Android,72,
Android,72,
Android,3,
Android,3,
Android,72,
Android,72,
Android,,
Android,80,
Android,,
Android,,
Android,72,
Android,72,
Android,72,
Android,64,
Android,,
Android,,
Android,,
Android,,
Android,72,
Android,72,
Android,72,
Android,,
Android,72,
Android,72,
Android,72,
Android,,
Android,72,
Android,20,
Android,72,
Android,72,
Android,72,
Android,72,
Android,51,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,72,
Android,51,
Android,51,
Android,51,
Android,72,
Android,72,
Android,72,
Android,72,
Android,72,
Android,72,
Android,,
Android,,
Android,,
Android,35,
Android,72,
Android,72,
Android,72,
Android,72,
Android,72,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,8,
Android,72,
Android,72,
Android,72,
Android,3,
Android,3,
Android,72,
Android,72,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,72,
Android,72,
Android,,
Android,302,
Android,,
Android,45,
Android,72,
Android,72,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,72,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,90,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,63,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,2,
Android,2,
Android,2,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,68,
Android,68,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,,
Android,78,
Android,91,
Android,78,
Android,91,
Android,78,
Android,78,
Android,77,
Android,78,
Android,78,
Android,78,
Android,78,
Android,78,
Android,78,
Android,78,
Android,78,
Android,6,
