path,build.compileSdk,build.targetSdk,build.minSdkVersion,AndroidManifest.maxSdkVersion,AndroidManifest.targetSdkVersion,AndroidManifest.minSdkVersion
./repositorios/android-testing/unit/BasicSample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testing/runner/AndroidJunitRunnerSample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-SlidingTabsBasic/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-AppRestrictionSchema/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BeamLargeFiles/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-custom-lint-rules/android-studio-3/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-custom-lint-rules/android-studio-3/checks/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-custom-lint-rules/android-studio-2/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-NotificationChannels/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-NotificationChannels/kotlinApp/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-AccelerometerPlay/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ShareActionProvider/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BasicMediaDecoder/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ConfirmCredential/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-awareness/basic-awareness-sample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-FingerprintDialog/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-FingerprintDialog/kotlinApp/build.gradle,information not found,information not found,information not found,,,
./repositorios/leanback-homescreen-channels/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BasicImmersiveMode/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ScopedDirectoryAccess/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-WifiRttScan/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ImmersiveMode/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-AppShortcuts/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BorderlessButtons/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BasicMediaRouter/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ContentProviderPaging/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ContentProviderPaging/app/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ContentProviderPaging/kotlinApp/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ContentProviderPaging/kotlinApp/app/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-DeviceOwner/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-RepeatingAlarm/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-JobScheduler/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-JobScheduler/kotlinApp/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-DataLayer/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-WearDrawers/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-WearOAuth/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-EmojiCompat/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-EmojiCompat/kotlinApp/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-google-accounts/AutoManage/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-google-accounts/QuickStart/build.gradle,information not found,information not found,information not found,,,
./repositorios/leanback-showcase/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-WatchViewStub/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-CardView/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-OurStreets/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ActionBarCompat-ListPopupMenu/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-MediaRecorder/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-RevealEffectBasic/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-CustomTransition/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-StorageClient/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-AutofillFramework/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-AutofillFramework/kotlinApp/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-NetworkConnect/build.gradle,information not found,information not found,information not found,,,
./repositorios/easypermissions/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-StorageProvider/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-Interpolator/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ElevationBasic/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-instant-apps/aab-simple/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-instant-apps/hello-kotlin/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-instant-apps/install-api/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-instant-apps/urlless/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-instant-apps/urlless/instantapp/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-instant-apps/storage-api/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-instant-apps/multi-feature-module/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-instant-apps/service/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-instant-apps/hello-java/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-instant-apps/cookie-api/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-instant-apps/flavors/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-instant-apps/configuration-apks/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-instant-apps/analytics/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-instant-apps/analytics/instant/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-instant-apps/hello-feature-module/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-CustomNotifications/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BasicNetworking/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ScreenCapture/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-location/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-location/LocationUpdatesPendingIntent/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-location/Geofencing/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-location/ActivityRecognition/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-location/LocationUpdates/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-location/LocationAddress/java/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-location/LocationAddress/kotlin/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-location/LocationUpdatesForegroundService/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-location/BasicLocationSample/java/build.gradle,information not found,information not found,information not found,,,
./repositorios/androidtv-sample-inputs/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-WearHighBandwidthNetworking/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BasicTransition/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-PermissionRequest/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-AdvancedImmersiveMode/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-AppRestrictionEnforcer/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-DrawableTinting/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-SpeedTracker/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-RenderScriptIntrinsic/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-credentials/credentials-quickstart/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-credentials/credentials-signin/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-credentials/sms-verification/android/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-places/PlaceCompleteAdapter/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-places/PlacePicker/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-places/PlaceCompleteActivity/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-places/PlaceCompleteFragment/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-DirectBoot/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-CardReader/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-TensorFlowCloudMachineLearningEngineStylizer/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-MediaBrowserService/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-Camera2Basic/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-Camera2Basic/kotlinApp/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-DragAndDropAcrossApps/build.gradle,information not found,information not found,information not found,,,
./repositorios/attendee-checkin/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-SwipeRefreshListFragment/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BasicNotifications/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ActiveNotifications/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-AppUsageStatistics/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-Camera2Video/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-Camera2Video/kotlinApp/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BasicGestureDetect/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ActionBarCompat-Basic/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-MessagingService/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-WearComplicationProvidersTestSuite/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ads/doubleclick/RewardedVideoExample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ads/doubleclick/BannerExample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ads/doubleclick/InterstitialExample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ads/doubleclick/CustomRenderingExample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ads/advanced/APIDemo/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ads/advanced/BannerRecyclerViewExample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ads/admob/RewardedVideoExample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ads/admob/BannerExample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ads/admob/NativeAdvancedExample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-ads/admob/InterstitialExample/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-DocumentCentricApps/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BasicAndroidKeyStore/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BasicContactables/build.gradle,information not found,information not found,information not found,,,
./repositorios/chromeos-android-draganddrop-demo/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BasicManagedProfile/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-RuntimePermissionsWear/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testing-templates/AndroidTestingBlueprint/module-plain-java/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testing-templates/AndroidTestingBlueprint-kotlinApp/module-plain-kotlin/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BluetoothAdvertisements/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-SlidingTabsColors/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-LNotifications/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-MultiWindowPlayground/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-MultiWindowPlayground/kotlinApp/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-games-in-motion/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-NfcProvisioning/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BasicAccessibility/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-testdpc/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-billing/TrivialDrive/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-billing/TrivialDrive/app/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-billing/TrivialDrive_v2/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-billing/TrivialDrive_v2/mobile/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-billing/TrivialDrive_v2/instant/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-billing/TrivialDrive_v2/wear/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-billing/TrivialDrive_v2/base-feature/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-billing/TrivialDrive_v2/tv/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-billing/ClassyTaxi/android/ClassyTaxi/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-WatchFace/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-BatchStepSensor/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-SimpleMediaPlayer/build.gradle,information not found,information not found,information not found,,,
./repositorios/android-play-billing/TrivialDrive_v2/shared-module/build.gradle,27,27,27,,,
./repositorios/android-play-location/BasicLocationSample/kotlin/app/build.gradle,27,27,16,,,
./repositorios/android-instant-apps/hello-kotlin/installed/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/hello-kotlin/features/hello/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/hello-kotlin/features/bye/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/hello-kotlin/features/base/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/install-api/installed/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/install-api/features/install/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/install-api/features/base/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/storage-api/installed/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/storage-api/features/storage/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/storage-api/features/base/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/service/installed/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/service/lib/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/hello-java/installed/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/hello-java/feature/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/cookie-api/installed/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/cookie-api/features/cookie/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/cookie-api/features/base/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/flavors/installed/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/flavors/features/hello/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/flavors/features/bye/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/flavors/features/base/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/configuration-apks/installed/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/configuration-apks/features/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/analytics/installed/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/analytics/feature/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/analytics/base/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/hello-feature-module/installed/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/hello-feature-module/features/hello/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/hello-feature-module/features/bye/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/hello-feature-module/features/base/build.gradle,27,27,15,,,
./repositorios/android-PdfRendererBasic/kotlinApp/Application/build.gradle,27,27,24,,,
./repositorios/android-NavigationDrawer/kotlinApp/Application/build.gradle,27,27,21,,,
./repositorios/android-CardView/kotlinApp/Application/build.gradle,27,27,21,,,
./repositorios/android-testing-templates/AndroidTestingBlueprint/app/build.gradle,27,27,14,,,
./repositorios/android-testing-templates/AndroidTestingBlueprint/module-android-library/build.gradle,27,27,14,,,
./repositorios/android-testing-templates/AndroidTestingBlueprint/module-flavor1-androidTest-only/build.gradle,27,27,14,,,
./repositorios/android-testing-templates/AndroidTestingBlueprint-kotlinApp/app/build.gradle,27,27,14,,,
./repositorios/android-testing-templates/AndroidTestingBlueprint-kotlinApp/module-android-library/build.gradle,27,27,14,,,
./repositorios/android-testing-templates/AndroidTestingBlueprint-kotlinApp/module-flavor1-androidTest-only/build.gradle,27,27,14,,,
./repositorios/android-instant-apps/multi-feature-module/detail/build.gradle,27,27,21,,,
./repositorios/android-instant-apps/multi-feature-module/installed/build.gradle,27,27,21,,,
./repositorios/android-instant-apps/multi-feature-module/main/build.gradle,27,27,21,,,
./repositorios/android-instant-apps/multi-feature-module/base/build.gradle,27,27,21,,,
./repositorios/easypermissions/app/build.gradle,28,28,14,,,
./repositorios/easypermissions/easypermissions/build.gradle,28,28,14,,,
./repositorios/identity-toolkit-android/identitytoolkit/build.gradle,19,,,,,
./repositorios/androidtv-GameController/GameControllerSample/build.gradle,19,,,,,
./repositorios/android-unsplash/app/build.gradle,23,,,,,
./repositorios/android-instant-apps/hello-kotlin/instant/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/install-api/instant/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/storage-api/instant/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/multi-feature-module/instant/build.gradle,27,27,21,,,
./repositorios/android-instant-apps/service/instant/build.gradle,27,27,23,,,
./repositorios/android-instant-apps/hello-java/instant/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/cookie-api/instant/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/flavors/instant/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/configuration-apks/instant/build.gradle,27,27,15,,,
./repositorios/android-instant-apps/hello-feature-module/instant/build.gradle,27,27,15,,,
./repositorios/android-credentials/sms-verification/android/app/build.gradle,25,25,23,,,
./repositorios/android-BasicSyncAdapter/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-BasicSyncAdapter/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-CommitContentSampleIME/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-DirectShare/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-WearAccessibilityApp/Wearable/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-DoneBar/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-DoneBar/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-JumpingJack/Wearable/src/main/AndroidManifest.xml,,,,,,20
./repositorios/android-MediaEffects/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-WearVerifyRemoteApp/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-WearVerifyRemoteApp/Wearable/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-codelab-watchface/5-palette/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-codelab-watchface/4-ambient/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-codelab-watchface/1-base/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-codelab-watchface/3-hands/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-codelab-watchface/2-background/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-RecyclerView/kotlinApp/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-RecyclerView/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-HdrViewfinder/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-ActionBarCompat-Styled/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-ActionBarCompat-Styled/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-MidiSynth/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-PdfRendererBasic/kotlinApp/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-PdfRendererBasic/kotlinApp/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-PdfRendererBasic/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-PdfRendererBasic/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/identity-toolkit-android/tutorial/AndroidManifest.xml,,,,,,10
./repositorios/identity-toolkit-android/identitytoolkit/AndroidManifest.xml,,,,,,10
./repositorios/android-WearCompanionLibrary/WCL/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-TextLinkify/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-TextLinkify/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-SwipeRefreshLayoutBasic/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-SwipeRefreshLayoutBasic/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-play-safetynet/client/java/SafetyNetSample/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-fido/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-DownloadableFonts/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-DownloadableFonts/kotlinApp/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-WearStandaloneGoogleSignIn/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/androidtv-GameController/GameControllerSample/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-CustomChoiceList/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-AutoBackupForApps/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-ActivityInstrumentation/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-ActivityInstrumentation/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-ClippingBasic/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-ClippingBasic/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-BluetoothLeGatt/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-vision/visionSamples/photo-demo/app/src/main/AndroidManifest.xml,,,,,,9
./repositorios/android-vision/visionSamples/FaceTracker/app/src/main/AndroidManifest.xml,,,,,,9
./repositorios/android-vision/visionSamples/ocr-reader/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-vision/visionSamples/googly-eyes/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-vision/visionSamples/multi-tracker/app/src/main/AndroidManifest.xml,,,,,,9
./repositorios/android-vision/visionSamples/ocr-codelab/ocr-reader-start/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-vision/visionSamples/ocr-codelab/ocr-reader-complete/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-vision/visionSamples/barcode-reader/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-AppRestrictions/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-ElevationDrag/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-ElevationDrag/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-DocumentCentricRelinquishIdentity/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-BasicMultitouch/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/account-transfer-api/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-nearby/connections/walkietalkie/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-nearby/connections/rockpaperscissors/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-nearby/messages/NearbyBackgroundBeacons/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-nearby/messages/NearbyDevices/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-FloatingActionButtonBasic/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-FloatingActionButtonBasic/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-BasicRenderScript/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-BasicRenderScript/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-NavigationDrawer/kotlinApp/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-NavigationDrawer/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-NavigationDrawer/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-MediaRouter/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-MediaRouter/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-CardEmulation/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-CardEmulation/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-AlwaysOn/Wearable/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-BluetoothChat/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-GridViewPager/Wearable/src/main/AndroidManifest.xml,,,,,,20
./repositorios/android-Notifications/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-Notifications/Shared/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-Notifications/Wearable/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-DisplayingBitmaps/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-DisplayingBitmaps/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-fit/StepCounter/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-fit/BasicHistoryApi/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-fit/BasicSensorsApi/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-fit/BasicRecordingApi/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-fit/BasicHistorySessions/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-TextSwitcher/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-RuntimePermissions/kotlinApp/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-RuntimePermissions/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-AsymmetricFingerprintDialog/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-CommitContentSampleApp/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/google-services/android/gcm/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/google-services/android/signin/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/google-services/android/signin/app-legacy/src/main/AndroidManifest.xml,,,,,,
./repositorios/google-services/android/analytics/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-WearSpeakerSample/wear/src/main/AndroidManifest.xml,,,,,,
./repositorios/leanback-assistant/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-XYZTouristAttractions/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-XYZTouristAttractions/Shared/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-XYZTouristAttractions/Wearable/src/main/AndroidManifest.xml,,,,,,22
./repositorios/android-gcmnetworkmanager/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-HorizontalPaging/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-HorizontalPaging/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/androidtv-daydream/app/src/main/AndroidManifest.xml,,,,,,17
./repositorios/android-Camera2Raw/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-Camera2Raw/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/androidtv-Leanback/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-MidiScope/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-WclDemoSample/mobile/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-WclDemoSample/shared/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-WclDemoSample/wear/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-ActivitySceneTransitionBasic/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-ActivitySceneTransitionBasic/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-unsplash/app/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-DirectorySelection/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-ActionBarCompat-ShareActionProvider/Application/tests/AndroidManifest.xml,,,,,,
./repositorios/android-ActionBarCompat-ShareActionProvider/Application/src/main/AndroidManifest.xml,,,,,,
./repositorios/android-SwipeRefreshMultipleViews/Application/tests/AndroidManifest.xml,,,,,,
