android-AutofillFramework, 269
android-play-location, 93
google-services, 105
easypermissions, 82
android-testing, 120
android-Camera2Basic, 57
android-credentials, 111
android-EmojiCompat, 23
android-instant-apps, 113
android-nearby, 118
android-AppUsageStatistics, 33
android-custom-lint-rules, 26
android-play-billing, 112
android-vision, 101
android-ads, 92
android-SpeedTracker, 79
android-BluetoothLeGatt, 39
android-Camera2Raw, 72
android-WifiRttScan, 34
android-ActionBarCompat-ShareActionProvider, 28
android-testdpc, 375
android-PictureInPicture, 56
android-ActivitySceneTransitionBasic, 31
android-Camera2Video, 47
android-Notifications, 59
android-BasicAccessibility, 24
android-XYZTouristAttractions, 127
android-WearVerifyRemoteApp, 25
android-WearSpeakerSample, 41
android-WearHighBandwidthNetworking, 17
android-WearDrawers, 20
android-WearComplicationProvidersTestSuite, 13
android-WearAccessibilityApp, 63
android-WatchFace, 115
android-RuntimePermissionsWear, 34
android-JumpingJack, 43
android-DataLayer, 73
android-AlwaysOn, 20
android-MediaEffects, 41
android-DirectBoot, 54
leanback-showcase, 378
android-MessagingService, 41
androidtv-sample-inputs, 262
leanback-homescreen-channels, 101
android-play-publisher-api, 46
androidtv-Leanback, 187
android-BluetoothChat, 51
android-MediaRecorder, 32
android-fit, 59
android-DisplayingBitmaps, 127
android-testing-templates, 32
android-ActivityInstrumentation, 25
chromeos-android-draganddrop-demo, 23
android-BasicRenderScript, 12
android-TensorFlowCloudMachineLearningEngineStylizer, 72
android-CustomChoiceList, 20
android-WatchViewStub, 11
android-Timer, 24
android-TextSwitcher, 20
android-TextLinkify, 23
android-SynchronizedNotifications, 50
android-SwipeRefreshMultipleViews, 53
android-SwipeRefreshListFragment, 54
android-SwipeRefreshLayoutBasic, 49
android-StorageProvider, 51
android-StorageClient, 43
android-SlidingTabsColors, 43
android-SlidingTabsBasic, 39
android-SkeletonWearableApp, 32
android-ShareActionProvider, 29
android-ScreenCapture, 40
android-ScopedDirectoryAccess, 28
android-RuntimePermissions, 39
android-RevealEffectBasic, 31
android-RepeatingAlarm, 30
android-RenderScriptIntrinsic, 33
android-RecyclerView, 29
android-RecipeAssistant, 46
android-Quiz, 56
android-PermissionRequest, 62
android-PdfRendererBasic, 27
android-NotificationChannels, 15
android-NfcProvisioning, 60
android-NetworkConnect, 22
android-NavigationDrawer, 37
android-MultiWindowPlayground, 35
android-MidiSynth, 48
android-MidiScope, 49
android-MediaRouter, 97
android-MediaBrowserService, 63
android-LNotifications, 34
android-JobScheduler, 39
android-Interpolator, 39
android-ImmersiveMode, 29
android-HorizontalPaging, 15
android-HdrViewfinder, 51
android-GridViewPager, 25
android-Geofencing, 42
android-FloatingActionButtonBasic, 33
android-Flashlight, 18
android-FingerprintDialog, 48
android-FindMyPhone, 34
android-ElizaChat, 20
android-ElevationDrag, 37
android-ElevationBasic, 30
android-DrawableTinting, 34
android-DragAndDropAcrossApps, 46
android-DownloadableFonts, 25
android-DoneBar, 17
android-DocumentCentricRelinquishIdentity, 7
android-DocumentCentricApps, 19
android-DirectShare, 21
android-DirectorySelection, 25
android-DeviceOwner, 27
android-DelayedConfirmation, 21
android-CustomTransition, 40
android-CustomNotifications, 12
android-ContentProviderPaging, 41
android-ConfirmCredential, 28
android-CommitContentSampleIME, 27
android-CommitContentSampleApp, 18
android-ClippingBasic, 31
android-CardView, 10
android-CardReader, 33
android-CardEmulation, 32
android-BorderlessButtons, 23
android-BluetoothAdvertisements, 41
android-BeamLargeFiles, 38
android-BatchStepSensor, 63
android-BasicTransition, 40
android-BasicSyncAdapter, 75
android-BasicNotifications, 11
android-BasicNetworking, 27
android-BasicMultitouch, 23
android-BasicMediaRouter, 28
android-BasicMediaDecoder, 31
android-BasicManagedProfile, 26
android-BasicImmersiveMode, 28
android-BasicGestureDetect, 32
android-BasicContactables, 27
android-BasicAndroidKeyStore, 51
android-AutoBackupForApps, 28
android-AsymmetricFingerprintDialog, 65
android-AppShortcuts, 37
android-AppRestrictionSchema, 37
android-AppRestrictions, 24
android-AppRestrictionEnforcer, 41
android-AdvancedImmersiveMode, 30
android-ActiveNotifications, 34
android-ActionBarCompat-Styled, 7
android-ActionBarCompat-ListPopupMenu, 13
android-ActionBarCompat-Basic, 7
android-key-attestation, 23
android-play-places, 101
android-AccelerometerPlay, 22
android-play-awareness, 44
leanback-assistant, 71
android-play-safetynet, 60
account-transfer-api, 41
android-SimpleMediaPlayer, 17
android-fido, 87
android-WearStandaloneGoogleSignIn, 23
android-WearOAuth, 26
android-unsplash, 76
android-codelab-watchface, 22
android-OurStreets, 112
android-WearCompanionLibrary, 119
android-gcmnetworkmanager, 23
identity-toolkit-android, 23
android-WclDemoSample, 90
attendee-checkin, 204
android-play-games-in-motion, 111
androidtv-daydream, 30
androidtv-VisualGameController, 29
androidtv-GameController, 33
android-google-accounts, 27
