repository,forks,diskUsage_KB,stargazers,watchers,issues,commits,pullRequests,updatedAt,projects,status,ahead_by,behind_by
erpragatisingh-AndroidDeveloper/android-MediaRouter,0,328,0,1,0,5,0,2015-01-12T06:14:12Z,0,behind,0,19
benakiva/android-MediaRouter,0,320,0,1,0,10,0,2015-06-25T10:35:46Z,0,behind,0,14
AdamRLukaitis/android-MediaRouter,0,633,0,1,0,13,0,2015-09-20T11:05:39Z,0,behind,0,11
pispisikopat/android-MediaRouter,0,633,0,1,0,13,0,2015-10-08T19:04:28Z,0,behind,0,11
kleopatra999/android-MediaRouter,0,172,0,1,0,17,0,2016-05-07T18:33:58Z,0,behind,0,7
pkdevboxy/android-MediaRouter,0,174,0,1,0,18,0,2016-06-02T10:09:28Z,0,behind,0,6
satyadonka/android-MediaRouter,0,174,0,1,0,18,0,2016-06-02T10:18:20Z,0,behind,0,6
paladinstha/android-MediaRouter,0,173,0,0,0,19,0,2016-08-22T05:57:41Z,0,behind,0,5
FKingChickenKiller/android-MediaRouter,0,173,0,0,0,19,0,2016-10-28T02:59:15Z,0,behind,0,5
liangzhu2008/android-MediaRouter,0,167,0,1,0,20,0,2017-01-14T15:29:51Z,0,behind,0,4
pk-codebox-evo/android-apps-android-MediaRouter,0,167,0,1,0,20,0,2017-01-23T06:14:58Z,0,behind,0,4
rohit21122012/android-MediaRouter,0,167,0,1,0,21,0,2017-05-20T08:34:02Z,0,behind,0,3
MaTriXy/android-MediaRouter,0,168,0,0,0,23,0,2017-10-18T08:18:38Z,0,behind,0,1
edymaradona/android-MediaRouter,0,168,0,0,0,23,0,2017-12-16T20:00:28Z,0,behind,0,1
hncz003/android-MediaRouter,0,168,0,0,0,23,0,2018-01-27T08:53:00Z,0,behind,0,1
karthisammannan/android-MediaRouter,0,169,0,0,0,24,0,2018-02-20T07:09:16Z,0,identical,0,0
anthrax3/android-MediaRouter,0,169,0,1,0,24,0,2018-03-05T02:05:56Z,0,identical,0,0
thanhit93/android-MediaRouter,0,169,0,1,0,24,0,2018-05-05T14:23:13Z,0,identical,0,0
CMingTseng/android-MediaRouter,0,169,0,1,0,24,0,2018-07-15T08:49:46Z,0,identical,0,0
