repository,forks,diskUsage_KB,stargazers,watchers,issues,commits,pullRequests,updatedAt,projects,status,ahead_by,behind_by
hm20062006ok/android-WearCompanionLibrary,0,602,0,1,0,4,0,2015-11-12T01:45:09Z,0,behind,0,7
marianosalvetti/android-WearCompanionLibrary,0,602,0,1,0,4,0,2015-11-12T14:55:50Z,0,behind,0,7
majo551/android-WearCompanionLibrary,0,602,0,1,0,4,0,2016-01-04T20:55:25Z,0,behind,0,7
ursimon/android-WearCompanionLibrary,0,451,0,1,0,9,0,2016-02-03T14:16:51Z,0,diverged,4,6
mgujare/android-WearCompanionLibrary,0,602,0,1,0,4,0,2016-02-11T02:40:53Z,0,behind,0,7
BoD/android-WearCompanionLibrary,0,449,0,2,0,8,0,2016-03-28T13:58:29Z,0,behind,0,3
hckhanh/android-WearCompanionLibrary,0,465,0,1,0,8,0,2016-03-30T03:15:20Z,0,behind,0,3
kleopatra999/android-WearCompanionLibrary,0,452,0,1,0,11,0,2016-06-01T11:51:25Z,0,identical,0,0
sunghopark1/android-WearCompanionLibrary,0,452,0,1,0,11,0,2016-08-08T07:32:32Z,0,identical,0,0
daniyall/android-WearCompanionLibrary,0,452,0,1,0,11,0,2016-08-08T18:20:02Z,0,identical,0,0
paladinstha/android-WearCompanionLibrary,0,452,0,0,0,11,0,2016-08-22T06:07:08Z,0,identical,0,0
gangji001/android-WearCompanionLibrary,0,452,0,1,0,11,0,2016-11-08T11:30:02Z,0,identical,0,0
zhlicen/android-WearCompanionLibrary,0,452,0,1,0,11,0,2017-06-08T02:43:13Z,0,identical,0,0
edymaradona/android-WearCompanionLibrary,0,452,0,0,0,11,0,2017-12-16T19:55:57Z,0,identical,0,0
kchimbo/android-WearCompanionLibrary,0,452,0,1,0,11,0,2017-12-19T19:34:32Z,0,identical,0,0
anthrax3/android-WearCompanionLibrary,0,452,0,1,0,11,0,2018-03-05T02:37:28Z,0,identical,0,0
EdwardRaoNJ/android-WearCompanionLibrary,0,452,0,0,0,11,0,2018-06-27T16:47:19Z,0,identical,0,0
