android-DownloadableFonts/app/build.gradle,26, 2017-06-08 00:00:00 ,0, ,,,,,,,,,,,,,,,,,,,,,
android-play-safetynet/client/java/SafetyNetSample/Application/build.gradle,26, 2017-06-13 00:00:00 ,0, ,,,,,,,,,,,,,,,,,,,,,
account-transfer-api/app/build.gradle,26, 2017-08-28 00:00:00 ,7, ,,,,,,,,,,,,,,,,,,,,,
android-credentials/sms-verification/android/app/build.gradle,25, 2017-06-29 00:00:00 ,206, ,,,,,,,,,,,,,,,,,,,,,
android-ads/admob/NativeAdvancedExample/app/build.gradle,25, 2017-02-27 00:00:00 ,84,26, 2017-08-16 00:00:00 ,0, ,,,,,,,,,,,,,,,,,,
android-ads/advanced/APIDemo/app/build.gradle,25, 2017-02-27 00:00:00 ,84,26, 2017-08-16 00:00:00 ,0, ,,,,,,,,,,,,,,,,,,
android-ads/doubleclick/CustomRenderingExample/app/build.gradle,25, 2017-02-27 00:00:00 ,84,26, 2017-08-16 00:00:00 ,0, ,,,,,,,,,,,,,,,,,,
android-Notifications/Wearable/build.gradle,25, 2016-12-13 00:00:00 ,8,26, 2017-08-11 00:00:00 ,0, ,,,,,,,,,,,,,,,,,,
android-Notifications/Application/build.gradle,25, 2016-12-13 00:00:00 ,8,26, 2017-08-11 00:00:00 ,0,27, 2018-03-28 00:00:00 ,113, ,,,,,,,,,,,,,,,
android-WearSpeakerSample/wear/build.gradle,25, 2017-02-09 00:00:00 ,66,26, 2017-10-25 00:00:00 ,65, ,,,,,,,,,,,,,,,,,,
android-play-awareness/basic-awareness-sample/app/build.gradle,25, 2017-09-15 00:00:00 ,284, ,,,,,,,,,,,,,,,,,,,,,
android-WearStandaloneGoogleSignIn/app/build.gradle,25, 2017-02-02 00:00:00 ,59, ,,,,,,,,,,,,,,,,,,,,,
android-WearOAuth/app/build.gradle,25, 2017-02-02 00:00:00 ,59, ,,,,,,,,,,,,,,,,,,,,,
google-services/android/signin/app-legacy/build.gradle,24, 2016-06-27 00:00:00 ,12,25, 2017-02-27 00:00:00 ,84,27, 2018-05-22 00:00:00 ,168, ,,,,,,,,,,,,,,,
easypermissions/easypermissions/build.gradle,24, 2016-09-14 00:00:00 ,91, ,,,,,,,,,,,,,,,,,,,,,
easypermissions/app/build.gradle,24, 2016-09-14 00:00:00 ,91, ,,,,,,,,,,,,,,,,,,,,,
android-vision/visionSamples/barcode-reader/app/build.gradle,24, 2016-09-13 00:00:00 ,90, ,,,,,,,,,,,,,,,,,,,,,
android-vision/visionSamples/ocr-codelab/ocr-reader-complete/app/build.gradle,24, 2016-09-13 00:00:00 ,90,27, 2018-05-01 00:00:00 ,147, ,,,,,,,,,,,,,,,,,,
android-vision/visionSamples/ocr-codelab/ocr-reader-start/app/build.gradle,24, 2016-09-13 00:00:00 ,90,27, 2018-05-01 00:00:00 ,147, ,,,,,,,,,,,,,,,,,,
android-vision/visionSamples/multi-tracker/app/build.gradle,24, 2016-09-13 00:00:00 ,90, ,,,,,,,,,,,,,,,,,,,,,
android-vision/visionSamples/googly-eyes/app/build.gradle,24, 2016-09-13 00:00:00 ,90, ,,,,,,,,,,,,,,,,,,,,,
android-vision/visionSamples/FaceTracker/app/build.gradle,24, 2016-09-12 00:00:00 ,89, ,,,,,,,,,,,,,,,,,,,,,
android-vision/visionSamples/photo-demo/app/build.gradle,24, 2016-09-13 00:00:00 ,90, ,,,,,,,,,,,,,,,,,,,,,
android-ActivitySceneTransitionBasic/Application/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,,,,
android-WearDrawers/Wearable/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-08-11 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-RuntimePermissionsWear/Wearable/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-08-11 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-RuntimePermissionsWear/Shared/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-01-25 00:00:00 ,51, ,,,,,,,,,,,,
android-RuntimePermissionsWear/Application/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-01-25 00:00:00 ,51, ,,,,,,,,,,,,
android-DirectBoot/Application/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8, ,,,,,,,,,,,,,,,,,,
leanback-showcase/app/build.gradle,24, 2016-06-17 00:00:00 ,2,25, 2017-04-12 00:00:00 ,128,26, 2017-10-12 00:00:00 ,52, ,,,,,,,,,,,,,,,
androidtv-sample-inputs/library/build.gradle,24, 2016-07-08 00:00:00 ,23,23, 2016-07-09 00:00:00 ,327,24, 2016-07-08 00:00:00 ,23, ,,,,,,,,,,,,,,,
android-ScopedDirectoryAccess/Application/build.gradle,24, 2016-08-12 00:00:00 ,58, ,,,,,,,,,,,,,,,,,,,,,
android-RevealEffectBasic/Application/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,,,,
android-PdfRendererBasic/Application/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,,,,
android-MultiWindowPlayground/Application/build.gradle,24, 2016-08-12 00:00:00 ,58, ,,,,,,,,,,,,,,,,,,,,,
android-MidiSynth/Application/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,,,,
android-MidiScope/Application/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,,,,
android-JobScheduler/Application/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2017-12-08 00:00:00 ,3, ,,,,,,,,,,,,
android-FloatingActionButtonBasic/Application/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,,,,
android-ElevationDrag/Application/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,,,,
android-ElevationBasic/Application/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,,,,
android-DirectShare/Application/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,,,,
android-ClippingBasic/Application/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,,,,
android-BasicManagedProfile/Application/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,,,,
android-AsymmetricFingerprintDialog/Application/build.gradle,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,,,,
android-OurStreets/app/build.gradle,24, 2016-09-06 00:00:00 ,83, ,,,,,,,,,,,,,,,,,,,,,
android-play-location/LocationUpdates/app/build.gradle,23, 2015-10-02 00:00:00 ,46,25, 2017-04-02 00:00:00 ,118, ,,,,,,,,,,,,,,,,,,
android-play-location/ActivityRecognition/app/build.gradle,23, 2015-10-02 00:00:00 ,46,25, 2017-04-09 00:00:00 ,125, ,,,,,,,,,,,,,,,,,,
android-play-location/Geofencing/app/build.gradle,23, 2015-10-02 00:00:00 ,46,25, 2017-04-02 00:00:00 ,118,26, 2017-12-04 00:00:00 ,105, ,,,,,,,,,,,,,,,
google-services/android/analytics/app/build.gradle,23, 2015-09-03 00:00:00 ,17,24, 2016-06-27 00:00:00 ,12,25, 2016-11-21 00:00:00 ,0,27, 2018-05-22 00:00:00 ,168, ,,,,,,,,,,,,
google-services/android/signin/app/build.gradle,23, 2015-09-03 00:00:00 ,17,24, 2016-06-27 00:00:00 ,12,25, 2016-11-21 00:00:00 ,0,26, 2017-09-20 00:00:00 ,30,27, 2018-05-22 00:00:00 ,168, ,,,,,,,,,
google-services/android/gcm/app/build.gradle,23, 2015-09-01 00:00:00 ,15,24, 2016-06-27 00:00:00 ,12,25, 2016-11-21 00:00:00 ,0,27, 2018-05-22 00:00:00 ,168, ,,,,,,,,,,,,
android-testing/runner/AndroidJunitRunnerSample/app/build.gradle,23, 2015-09-01 00:00:00 ,15,24, 2016-08-01 00:00:00 ,47,26, 2017-07-25 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-testing/unit/BasicSample/app/build.gradle,23, 2015-09-01 00:00:00 ,15,24, 2016-08-01 00:00:00 ,47,26, 2017-07-25 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-testing/unit/BasicUnitAndroidTest/app/build.gradle,23, 2015-09-01 00:00:00 ,15,24, 2016-08-01 00:00:00 ,47,26, 2017-07-25 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-testing/integration/ServiceTestRuleSample/app/build.gradle,23, 2015-09-01 00:00:00 ,15,24, 2016-08-01 00:00:00 ,47,26, 2017-07-25 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-testing/ui/espresso/IntentsAdvancedSample/app/build.gradle,23, 2015-09-01 00:00:00 ,15,24, 2016-08-01 00:00:00 ,47,26, 2017-07-25 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-testing/ui/espresso/IntentsBasicSample/app/build.gradle,23, 2015-09-01 00:00:00 ,15,24, 2016-08-01 00:00:00 ,47,26, 2017-07-25 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-testing/ui/espresso/DataAdapterSample/app/build.gradle,23, 2015-09-01 00:00:00 ,15,24, 2016-08-01 00:00:00 ,47,26, 2017-07-25 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-testing/ui/espresso/CustomMatcherSample/app/build.gradle,23, 2015-09-01 00:00:00 ,15,24, 2016-08-01 00:00:00 ,47,26, 2017-07-25 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-testing/ui/espresso/BasicSample/app/build.gradle,23, 2015-09-01 00:00:00 ,15,24, 2016-08-01 00:00:00 ,47,26, 2017-07-25 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-testing/ui/espresso/WebBasicSample/app/build.gradle,23, 2015-09-01 00:00:00 ,15,24, 2016-08-01 00:00:00 ,47,26, 2017-07-25 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-testing/ui/espresso/MultiWindowSample/app/build.gradle,23, 2015-09-01 00:00:00 ,15,24, 2016-08-01 00:00:00 ,47,26, 2017-07-25 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-testing/ui/uiautomator/BasicSample/app/build.gradle,23, 2015-09-01 00:00:00 ,15,24, 2016-08-01 00:00:00 ,47,26, 2017-07-25 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-Camera2Basic/Application/build.gradle,23, 2015-08-20 00:00:00 ,3,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2017-12-08 00:00:00 ,3, ,,,,,,,,,
android-credentials/credentials-quickstart/app/build.gradle,23, 2015-11-05 00:00:00 ,80,25, 2017-02-03 00:00:00 ,60,27, 2018-01-19 00:00:00 ,45, ,,,,,,,,,,,,,,,
android-nearby/messages/NearbyDevices/app/build.gradle,23, 2016-05-20 00:00:00 ,277, ,,,,,,,,,,,,,,,,,,,,,
android-ads/admob/InterstitialExample/app/build.gradle,23, 2015-09-29 00:00:00 ,43,25, 2017-02-27 00:00:00 ,84,26, 2017-08-16 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-ads/admob/BannerExample/app/build.gradle,23, 2015-10-13 00:00:00 ,57,25, 2017-02-27 00:00:00 ,84,26, 2017-08-16 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-ads/doubleclick/InterstitialExample/app/build.gradle,23, 2015-09-29 00:00:00 ,43,25, 2017-02-27 00:00:00 ,84,26, 2017-08-16 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-ads/doubleclick/BannerExample/app/build.gradle,23, 2015-10-13 00:00:00 ,57,25, 2017-02-27 00:00:00 ,84,26, 2017-08-16 00:00:00 ,0, ,,,,,,,,,,,,,,,
android-Camera2Raw/Application/build.gradle,23, 2015-08-20 00:00:00 ,3,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,
android-Camera2Video/Application/build.gradle,23, 2015-08-20 00:00:00 ,3,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,
android-AlwaysOn/Wearable/build.gradle,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-08-11 00:00:00 ,0, ,,,,,,,,,,,,
android-testing-templates/AndroidTestingBlueprint/module-flavor1-androidTest-only/build.gradle,23, 2015-09-15 00:00:00 ,29, ,,,,,,,,,,,,,,,,,,,,,
android-testing-templates/AndroidTestingBlueprint/module-android-library/build.gradle,23, 2015-09-15 00:00:00 ,29, ,,,,,,,,,,,,,,,,,,,,,
android-testing-templates/AndroidTestingBlueprint/app/build.gradle,23, 2015-09-15 00:00:00 ,29, ,,,,,,,,,,,,,,,,,,,,,
android-testing-templates/AndroidTestingBlueprint/build.gradle,23, 2015-09-17 00:00:00 ,31,25, 2016-12-06 00:00:00 ,1,27, 2018-01-09 00:00:00 ,35, ,,,,,,,,,,,,,,,
android-NavigationDrawer/Application/build.gradle,23, 2016-04-20 00:00:00 ,247,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,
android-FingerprintDialog/Application/build.gradle,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,26, 2017-10-25 00:00:00 ,65, ,,,,,,,,,,,,,,,
android-ConfirmCredential/Application/build.gradle,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,
android-BluetoothAdvertisements/Application/build.gradle,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,
android-AutoBackupForApps/Application/build.gradle,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,
android-AppRestrictionSchema/Application/build.gradle,23, 2015-10-08 00:00:00 ,52,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,
android-AppRestrictionEnforcer/Application/build.gradle,23, 2015-10-08 00:00:00 ,52,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,,,,
android-ActiveNotifications/Application/build.gradle,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58, ,,,,,,,,,,,,,,,,,,
android-play-places/PlacePicker/Application/build.gradle,23, 2015-12-14 00:00:00 ,119, ,,,,,,,,,,,,,,,,,,,,,
android-unsplash/app/build.gradle,23, 2016-04-25 00:00:00 ,252, ,,,,,,,,,,,,,,,,,,,,,
identity-toolkit-android/tutorial/build.gradle,23, 2015-12-02 00:00:00 ,107, ,,,,,,,,,,,,,,,,,,,,,
android-AppUsageStatistics/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,
android-BluetoothLeGatt/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,
android-ActionBarCompat-ShareActionProvider/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58, ,,,,,,,,,,,,,,,
android-BasicAccessibility/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,
android-XYZTouristAttractions/Wearable/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-01-25 00:00:00 ,51,26, 2018-03-28 00:00:00 ,219, ,,,
android-XYZTouristAttractions/Shared/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-01-25 00:00:00 ,51, ,,,,,,
android-XYZTouristAttractions/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-01-25 00:00:00 ,51, ,,,,,,
android-WatchFace/Wearable/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-08-11 00:00:00 ,0,27, 2017-11-09 00:00:00 ,0,26, 2018-03-28 00:00:00 ,219, ,,,
android-WatchFace/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2017-11-09 00:00:00 ,0, ,,,,,,
android-MessagingService/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58, ,,,,,,,,,,,,,,,
androidtv-sample-inputs/app/build.gradle,22, 2015-06-03 00:00:00 ,86,23, 2015-09-08 00:00:00 ,22,24, 2016-07-19 00:00:00 ,34, ,,,,,,,,,,,,,,,
android-MediaRecorder/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,
android-DisplayingBitmaps/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,
android-ActivityInstrumentation/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,
android-BasicRenderScript/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,
android-CustomChoiceList/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,
android-TextSwitcher/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,
android-TextLinkify/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,
android-SwipeRefreshMultipleViews/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,
android-SwipeRefreshListFragment/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,
android-SwipeRefreshLayoutBasic/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,
android-StorageProvider/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,
android-StorageClient/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,
android-SlidingTabsColors/Application/build.gradle,22, 2015-04-28 00:00:00 ,50,23, 2015-08-17 00:00:00 ,0,24, 2016-08-12 00:00:00 ,58,25, 2016-12-13 00:00:00 ,8,26, 2017-10-10 00:00:00 ,50,27, 2018-02-15 00:00:00 ,72, ,,,,,,
