27 , 2018-01-22 00:00:00 , 48
26 , 2018-02-15 00:00:00 , 178
27 , 2018-02-23 00:00:00 , 80
26 , 2017-06-08 00:00:00 , 0
26 , 2017-12-04 00:00:00 , 105
23 , 2015-10-02 00:00:00 , 46
25 , 2017-04-02 00:00:00 , 118
23 , 2015-10-02 00:00:00 , 46
25 , 2017-04-09 00:00:00 , 125
23 , 2015-10-02 00:00:00 , 46
25 , 2017-04-02 00:00:00 , 118
26 , 2017-12-04 00:00:00 , 105
26 , 2017-12-04 00:00:00 , 105
23 , 2015-09-03 00:00:00 , 17
24 , 2016-06-27 00:00:00 , 12
25 , 2016-11-21 00:00:00 , 0
27 , 2018-05-22 00:00:00 , 168
24 , 2016-06-27 00:00:00 , 12
25 , 2017-02-27 00:00:00 , 84
27 , 2018-05-22 00:00:00 , 168
23 , 2015-09-03 00:00:00 , 17
24 , 2016-06-27 00:00:00 , 12
25 , 2016-11-21 00:00:00 , 0
26 , 2017-09-20 00:00:00 , 30
27 , 2018-05-22 00:00:00 , 168
23 , 2015-09-01 00:00:00 , 15
24 , 2016-06-27 00:00:00 , 12
25 , 2016-11-21 00:00:00 , 0
27 , 2018-05-22 00:00:00 , 168
24 , 2016-09-14 00:00:00 , 91
24 , 2016-09-14 00:00:00 , 91
23 , 2015-09-01 00:00:00 , 15
24 , 2016-08-01 00:00:00 , 47
26 , 2017-07-25 00:00:00 , 0
23 , 2015-09-01 00:00:00 , 15
24 , 2016-08-01 00:00:00 , 47
26 , 2017-07-25 00:00:00 , 0
23 , 2015-09-01 00:00:00 , 15
24 , 2016-08-01 00:00:00 , 47
26 , 2017-07-25 00:00:00 , 0
23 , 2015-09-01 00:00:00 , 15
24 , 2016-08-01 00:00:00 , 47
26 , 2017-07-25 00:00:00 , 0
26 , 2017-07-25 00:00:00 , 0
23 , 2015-09-01 00:00:00 , 15
24 , 2016-08-01 00:00:00 , 47
26 , 2017-07-25 00:00:00 , 0
23 , 2015-09-01 00:00:00 , 15
24 , 2016-08-01 00:00:00 , 47
26 , 2017-07-25 00:00:00 , 0
23 , 2015-09-01 00:00:00 , 15
24 , 2016-08-01 00:00:00 , 47
26 , 2017-07-25 00:00:00 , 0
26 , 2017-07-25 00:00:00 , 0
23 , 2015-09-01 00:00:00 , 15
24 , 2016-08-01 00:00:00 , 47
26 , 2017-07-25 00:00:00 , 0
23 , 2015-09-01 00:00:00 , 15
24 , 2016-08-01 00:00:00 , 47
26 , 2017-07-25 00:00:00 , 0
23 , 2015-09-01 00:00:00 , 15
24 , 2016-08-01 00:00:00 , 47
26 , 2017-07-25 00:00:00 , 0
23 , 2015-09-01 00:00:00 , 15
24 , 2016-08-01 00:00:00 , 47
26 , 2017-07-25 00:00:00 , 0
23 , 2015-09-01 00:00:00 , 15
24 , 2016-08-01 00:00:00 , 47
26 , 2017-07-25 00:00:00 , 0
23 , 2015-08-20 00:00:00 , 3
24 , 2016-08-12 00:00:00 , 58
25 , 2016-12-13 00:00:00 , 8
26 , 2017-10-10 00:00:00 , 50
27 , 2017-12-08 00:00:00 , 3
25 , 2017-06-29 00:00:00 , 206
27 , 2018-10-03 00:00:00 , 302
23 , 2015-11-05 00:00:00 , 80
25 , 2017-02-03 00:00:00 , 60
27 , 2018-01-19 00:00:00 , 45
26 , 2017-06-08 00:00:00 , 0
26 , 2017-06-08 00:00:00 , 0
23 , 2016-05-20 00:00:00 , 277
