nameProject,total,add,modify,delete,tipoDistinct,java,javaDistinct,properties,jar,jarDistinct,build.gradle,buildDistinct,pom.xml,pomDistinct,manifest.xml,manifestDistinct,xml,xmlDistinct,bat,batDistinct,md,adoc,read,yaml,yamlDistinct,txt,txtDistinct,sh,shDistinct,travisyml,yml,ymlDistinct,cmd,cmdDistinct,kt,ktDistinct,json,jsonDistinct,other
tjuchniewicz/gs-rest-service,27,2,16,9,10,10,4,2,1,1,2,2,2,2,0,0,2,2,1,1,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3
sandcast/gs-rest-hateoas,68,3,42,23,15,27,5,4,4,4,2,2,4,2,0,0,4,2,2,2,0,2,2,0,0,2,2,1,1,8,0,0,2,2,0,0,1,1,17
igorrosenberg/gs-batch-processing,41,8,25,8,3,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
wytten/gs-batch-processing,42,6,33,3,6,30,6,0,0,0,0,0,3,1,0,0,3,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
btisdall/gs-actuator-service,61,14,17,30,12,2,2,6,5,5,4,2,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,3,2,0,3,1,2,2,0,0,0,0,33
metyl/gs-accessing-data-mongodb,40,8,31,1,4,17,7,5,0,0,0,0,16,1,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
eing/gs-accessing-data-mongodb,58,11,33,14,11,11,11,3,3,3,2,2,9,3,0,0,9,3,1,1,0,1,1,0,0,0,0,7,3,7,8,2,1,1,0,0,0,0,12
gregturn/gs-accessing-data-jpa,16,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fortunecookiezen/gs-spring-boot-docker,40,5,27,8,12,7,4,1,1,1,9,2,2,2,0,0,2,2,1,1,1,2,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,10
ranjeetkgupta/gs-spring-boot-docker,148,57,84,7,12,59,12,10,4,4,4,4,31,9,0,0,31,9,4,4,0,0,0,0,0,0,0,1,1,0,11,7,0,0,0,0,0,0,24
supermy/gs-accessing-data-rest,330,204,82,44,14,65,43,5,0,0,3,1,4,1,0,0,10,2,0,0,7,0,7,0,0,1,1,1,1,0,0,0,0,0,0,0,3,3,235
newlight77/gs-uploading-files,174,25,149,0,11,32,16,9,4,4,44,2,42,2,0,0,42,2,0,0,0,29,29,0,0,1,1,0,0,1,0,0,2,2,0,0,1,1,10
tromantic/gs-rest-service-cors,28,3,23,2,9,8,4,8,1,1,3,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5
svenjohann/gs-spring-boot-docker,17,1,16,0,2,0,0,0,0,0,0,0,6,1,0,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ZhijunZhao/gs-spring-boot-docker,15,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,7
Jesse0722/gs-spring-boot-docker,23,10,13,0,8,1,1,4,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
vikasreddyb/gs-spring-boot-docker,12,0,12,0,2,0,0,0,0,0,0,0,11,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
flangewad/gs-serving-web-content,36,6,30,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,15,2,0,0,0,0,0,0,6
siva517/gs-maven,11,0,11,0,2,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
container1616/gs-scheduling-tasks,12,4,8,0,3,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
macsnow/gs-spring-boot-docker,12,4,6,2,2,11,5,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jcperezamin/gs-spring-boot-docker,50,5,24,21,12,9,2,11,3,3,2,2,9,2,0,0,14,3,1,1,0,2,2,0,0,2,2,1,1,0,0,0,1,1,0,0,0,0,4
liefra/kotlin-vaadin-spring-data-example,65,9,30,26,11,13,13,5,4,4,5,3,4,3,0,0,4,3,2,2,0,11,11,0,0,0,0,1,1,2,0,0,1,1,14,11,0,0,5
patux21/kotlin-vaadin-spring-data-example,65,9,30,26,11,13,13,5,4,4,5,3,4,3,0,0,4,3,2,2,0,11,11,0,0,0,0,1,1,2,0,0,1,1,14,11,0,0,5
mgsmith128/kotlin-vaadin-spring-data-example,65,9,30,26,11,13,13,5,4,4,5,3,4,3,0,0,4,3,2,2,0,11,11,0,0,0,0,1,1,2,0,0,1,1,14,11,0,0,5
sdeleuze/kotlin-vaadin-spring-data-example,51,3,28,20,11,8,8,5,4,4,4,3,3,3,0,0,3,3,2,2,0,11,11,0,0,0,0,1,1,2,0,0,1,1,7,4,0,0,5
snicoll/kotlin-vaadin-spring-data-example,51,3,28,20,11,8,8,5,4,4,4,3,3,3,0,0,3,3,2,2,0,11,11,0,0,0,0,1,1,2,0,0,1,1,7,4,0,0,5
apprenda/gs-rest-service,20,5,12,3,7,1,1,0,0,0,0,0,3,1,0,0,8,3,0,0,0,5,5,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,4
kharmaodo/gs-crud-with-vaadin-1,47,3,24,20,10,8,8,5,4,4,4,3,3,3,0,0,3,3,2,2,0,9,9,0,0,0,0,1,1,0,0,0,1,1,7,4,0,0,3
Merter/getting-started-guides,88,47,16,25,20,3,3,4,4,4,2,2,2,2,0,0,2,2,2,2,0,15,15,0,0,0,0,1,1,0,0,0,2,2,0,0,2,2,51
ctc94/gs-spring-boot-docker,33,6,10,17,11,3,3,3,3,3,1,1,4,3,0,0,6,4,1,1,0,0,0,0,0,3,1,0,0,0,5,4,1,1,0,0,0,0,7
ctc948040/gs-spring-boot-docker,226,102,11,113,15,1,1,6,66,34,1,1,4,3,0,0,6,4,1,1,0,0,0,0,0,2,1,1,1,0,15,3,1,1,0,0,0,0,126
larrycl/gs-spring-boot-docker,11,0,11,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MalihehS/gs-accessing-data-mysql,28,2,26,0,3,14,3,1,0,0,0,0,2,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
kirantlr/gs-spring-boot-docker,13,2,11,0,2,6,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
JonathanLalou/fake-zinc,111,18,59,34,19,51,9,4,4,4,2,2,15,3,0,0,16,4,2,2,5,2,7,0,0,2,2,1,1,1,3,2,2,2,0,0,1,1,16
RaphaelHerd/gs-rest-service,37,9,27,1,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26
dudash/openshiftexamples-springbootrestservice,13,3,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MarketStreetSoftware/gs-centralized-configuration,32,18,14,0,8,5,5,7,1,1,3,3,4,3,0,0,4,3,1,1,0,0,0,0,0,0,0,3,3,0,3,1,0,0,0,0,0,0,5
nanquanyuhao/gs-spring-boot-docker,11,0,11,0,1,0,0,0,0,0,0,0,11,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
giuesposbit/gs-gradle,25,2,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
laki88/gs-multi-module,73,18,14,41,11,10,10,7,5,5,6,6,23,9,0,0,23,9,2,2,0,2,2,0,0,2,2,1,1,0,0,0,3,3,0,0,0,0,12
venosov/gs-rest-service,17,1,11,5,7,5,5,1,1,1,1,1,6,1,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
mageddo/gs-messaging-jms,464,93,328,43,18,383,89,25,3,3,11,2,2,2,0,0,8,4,1,1,1,2,3,0,0,2,2,1,1,1,0,0,2,2,0,0,0,0,25
pjskyboy/gs-accessing-data-rest,82,28,44,10,6,6,6,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,20,10,32
sambamitra/gs-producing-web-service,44,9,16,19,15,10,6,2,2,2,1,1,4,2,0,0,6,4,1,1,0,1,1,0,0,2,2,1,1,0,3,1,1,1,0,0,0,0,14
qijunbo/gs-accessing-data-jpa,141,64,65,12,22,14,8,13,1,1,7,1,1,1,0,0,1,1,2,2,0,0,0,0,0,2,1,0,0,0,13,3,0,0,0,0,0,0,88
titusn/gs-maven,45,2,36,7,5,2,2,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,39
mycartracks/commute-assist,279,221,43,15,37,41,24,6,3,3,4,3,1,1,1,1,5,4,2,2,5,11,16,0,0,3,1,0,0,0,0,0,1,1,0,0,5,4,193
menesbatto/TrenoBetWeb,368,120,205,43,13,327,152,15,3,3,2,2,4,2,0,0,4,2,2,2,0,2,2,0,0,2,2,0,0,0,2,1,1,1,0,0,0,0,8
owen198/ei-paas-java-example,21,1,19,1,5,11,3,0,0,0,2,1,1,1,0,0,1,1,0,0,0,5,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
nathenharvey/gs-rest-service,24,5,19,0,6,0,0,0,0,0,2,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,12,3,0,2,1,0,0,0,0,0,0,6
nathenharvey/gs-accessing-data-mysql,21,6,15,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,8
lsegala/bankslips,90,19,41,30,7,62,45,3,0,0,0,0,15,6,0,0,15,6,0,0,4,2,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2
MirceaM11/gs-consuming-rest,54,4,25,25,13,22,5,3,3,3,2,2,6,2,0,0,6,2,2,2,1,2,3,0,0,2,2,2,2,1,2,1,1,1,0,0,0,0,6
wardviaene/gs-gradle,17,10,7,0,6,3,3,1,1,1,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Buzzardo/getting-started-guides,35,7,24,4,5,16,8,0,0,0,0,0,8,2,0,0,8,2,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Rajdash/gs-serving-web-content,161,76,82,3,14,13,2,1,40,40,0,0,5,1,0,0,6,2,0,0,3,1,4,0,0,4,3,27,10,0,9,3,0,0,0,0,1,1,56
mohitgargk/gs-rest-service,48,3,11,34,14,6,4,4,4,4,2,2,3,2,0,0,3,2,2,2,0,2,2,0,0,2,2,1,1,0,1,1,2,2,0,0,1,1,18
gunayus/getting-started-guides,114,49,60,5,11,39,17,15,10,6,19,6,10,6,0,0,10,6,4,4,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13
luisgreen/gs-spring-boot-docker,43,2,23,18,12,5,2,2,2,2,1,1,1,1,0,0,1,1,1,1,0,2,2,0,0,4,3,1,1,1,1,1,1,1,0,0,0,0,22
CLdevops/gs-spring-boot-docker,46,4,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
rajkgenomics/gs-spring-boot-docker,66,10,44,12,11,1,1,2,2,2,1,1,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,1,1,0,11,7,1,1,0,0,1,1,43
damadei/gs-spring-boot-docker,14,1,13,0,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
fangjf/gs-spring-boot-docker,14,2,12,0,3,0,0,0,0,0,0,0,7,1,0,0,7,1,0,0,0,0,0,3,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1
marianor/gs-spring-boot-docker,11,4,7,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1
pavants52/gs-maven,33,2,30,1,3,14,3,0,0,0,0,0,9,2,0,0,9,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,7
Allysquad/gs-consuming-rest,93,30,54,9,4,87,44,1,0,0,0,0,3,1,0,0,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andyliu1985/gs-scheduling-tasks,12,0,12,0,1,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jskomurski/gs-rest-service,39,13,12,14,11,14,11,2,1,1,1,1,2,1,0,0,2,1,1,1,0,9,9,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,6
ythalorossy/gs-gradle,21,10,11,0,6,3,3,1,1,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
alvarolmedo/gs-gradle,10,1,9,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
