framework,samples ,framework contributors ,sample contributors,common contributors,common/framework ,common/sample
android,android-RepeatingAlarm,3221,1,0,0,0
android,android-RenderScriptIntrinsic,3221,1,0,0,0
android,android-RecyclerView,3221,1,0,0,0
android,android-RecipeAssistant,3221,1,0,0,0
android,android-Quiz,3221,1,0,0,0
android,android-PermissionRequest,3221,1,0,0,0
android,android-PdfRendererBasic,3221,1,0,0,0
android,android-NotificationChannels,3221,1,0,0,0
android,android-NfcProvisioning,3221,1,0,0,0
android,android-NetworkConnect,3221,1,0,0,0
android,android-NavigationDrawer,3221,2,1,"0,000310462589258","0,5"
android,android-MultiWindowPlayground,3221,1,0,0,0
android,android-MidiSynth,3221,1,0,0,0
android,android-MidiScope,3221,1,0,0,0
android,android-MediaRouter,3221,1,0,0,0
android,android-MediaBrowserService,3221,1,0,0,0
android,android-LNotifications,3221,1,0,0,0
android,android-JobScheduler,3221,2,1,"0,000310462589258","0,5"
android,android-Interpolator,3221,1,0,0,0
android,android-ImmersiveMode,3221,1,0,0,0
android,android-HorizontalPaging,3221,1,0,0,0
android,android-HdrViewfinder,3221,1,0,0,0
android,android-GridViewPager,3221,1,0,0,0
android,android-Geofencing,3221,1,0,0,0
android,android-FloatingActionButtonBasic,3221,1,0,0,0
android,android-Flashlight,3221,1,0,0,0
android,android-FingerprintDialog,3221,3,0,0,0
android,android-FindMyPhone,3221,1,0,0,0
android,android-ElizaChat,3221,1,0,0,0
android,android-ElevationDrag,3221,2,1,"0,000310462589258","0,5"
android,android-ElevationBasic,3221,2,1,"0,000310462589258","0,5"
android,android-DrawableTinting,3221,1,0,0,0
android,android-DragAndDropAcrossApps,3221,1,0,0,0
android,android-DownloadableFonts,3221,2,0,0,0
android,android-DoneBar,3221,1,0,0,0
android,android-DocumentCentricRelinquishIdentity,3221,1,0,0,0
android,android-DocumentCentricApps,3221,1,0,0,0
android,android-DirectShare,3221,1,0,0,0
android,android-DirectorySelection,3221,1,0,0,0
android,android-DeviceOwner,3221,1,0,0,0
android,android-DelayedConfirmation,3221,1,0,0,0
android,android-CustomTransition,3221,1,0,0,0
android,android-CustomNotifications,3221,1,0,0,0
android,android-ContentProviderPaging,3221,1,0,0,0
android,android-ConfirmCredential,3221,2,0,0,0
android,android-CommitContentSampleIME,3221,1,0,0,0
android,android-CommitContentSampleApp,3221,1,0,0,0
android,android-ClippingBasic,3221,2,1,"0,000310462589258","0,5"
android,android-CardView,3221,1,0,0,0
android,android-CardReader,3221,1,0,0,0
android,android-CardEmulation,3221,1,0,0,0
android,android-BorderlessButtons,3221,1,0,0,0
android,android-BluetoothAdvertisements,3221,1,0,0,0
android,android-BeamLargeFiles,3221,1,0,0,0
android,android-BatchStepSensor,3221,1,0,0,0
android,android-BasicTransition,3221,1,0,0,0
android,android-BasicSyncAdapter,3221,3,1,"0,000310462589258","0,333333333333333"
android,android-BasicNotifications,3221,1,0,0,0
android,android-BasicNetworking,3221,1,0,0,0
android,android-BasicMultitouch,3221,1,0,0,0
android,android-BasicMediaRouter,3221,1,0,0,0
android,android-BasicMediaDecoder,3221,2,0,0,0
android,android-BasicManagedProfile,3221,2,1,"0,000310462589258","0,5"
android,android-BasicImmersiveMode,3221,1,0,0,0
android,android-BasicGestureDetect,3221,1,0,0,0
android,android-BasicContactables,3221,1,0,0,0
android,android-BasicAndroidKeyStore,3221,1,0,0,0
android,android-AutoBackupForApps,3221,1,0,0,0
android,android-AsymmetricFingerprintDialog,3221,2,0,0,0
android,android-AppShortcuts,3221,1,0,0,0
android,android-AppRestrictionSchema,3221,1,0,0,0
android,android-AppRestrictions,3221,1,0,0,0
android,android-AppRestrictionEnforcer,3221,1,0,0,0
android,android-AdvancedImmersiveMode,3221,1,0,0,0
android,android-ActiveNotifications,3221,1,0,0,0
android,android-ActionBarCompat-Styled,3221,1,0,0,0
android,android-ActionBarCompat-ListPopupMenu,3221,1,0,0,0
android,android-ActionBarCompat-Basic,3221,1,0,0,0
android,android-key-attestation,3221,1,0,0,0
android,android-play-places,3221,4,0,0,0
android,android-AccelerometerPlay,3221,1,0,0,0
android,android-play-awareness,3221,2,1,"0,000310462589258","0,5"
android,leanback-assistant,3221,1,0,0,0
android,android-play-safetynet,3221,4,0,0,0
android,account-transfer-api,3221,1,1,"0,000310462589258",1
android,android-SimpleMediaPlayer,3221,1,0,0,0
android,android-fido,3221,6,0,0,0
android,android-WearStandaloneGoogleSignIn,3221,1,0,0,0
android,android-WearOAuth,3221,2,0,0,0
android,android-unsplash,3221,5,1,"0,000310462589258","0,2"
android,android-codelab-watchface,3221,1,0,0,0
android,android-OurStreets,3221,1,0,0,0
android,android-WearCompanionLibrary,3221,4,0,0,0
android,android-gcmnetworkmanager,3221,2,0,0,0
android,identity-toolkit-android,3221,7,0,0,0
android,android-WclDemoSample,3221,2,0,0,0
android,attendee-checkin,3221,1,0,0,0
android,android-play-games-in-motion,3221,2,0,0,0
android,androidtv-daydream,3221,2,0,0,0
android,androidtv-VisualGameController,3221,2,1,"0,000310462589258","0,5"
android,androidtv-GameController,3221,2,1,"0,000310462589258","0,5"
android,android-google-accounts,3221,3,0,0,0
spring,tut-rest,666,11,5,"0,007507507507508","0,454545454545455"
spring,gs-vault-config,666,8,6,"0,009009009009009","0,75"
spring,gs-spring-boot,666,15,8,"0,012012012012012","0,533333333333333"
spring,gs-rest-service,666,18,8,"0,012012012012012","0,444444444444444"
spring,gs-spring-boot-docker,666,16,6,"0,009009009009009","0,375"
spring,gs-scheduling-tasks,666,12,9,"0,013513513513514","0,75"
spring,gs-maven,666,17,9,"0,013513513513514","0,529411764705882"
spring,gs-crud-with-vaadin,666,13,7,"0,010510510510511","0,538461538461538"
spring,gs-uploading-files,666,14,10,"0,015015015015015","0,714285714285714"
spring,gs-testing-web,666,6,4,"0,006006006006006","0,666666666666667"
spring,gs-serving-web-content,666,11,7,"0,010510510510511","0,636363636363636"
spring,gs-service-registration-and-discovery,666,16,11,"0,016516516516517","0,6875"
spring,gs-securing-web,666,21,13,"0,01951951951952","0,619047619047619"
spring,gs-rest-service-cors,666,12,10,"0,015015015015015","0,833333333333333"
spring,gs-relational-data-access,666,13,10,"0,015015015015015","0,769230769230769"
spring,gs-producing-web-service,666,8,6,"0,009009009009009","0,75"
spring,gs-multi-module,666,5,5,"0,007507507507508",1
spring,gs-messaging-stomp-websocket,666,16,10,"0,015015015015015","0,625"
spring,gs-messaging-rabbitmq,666,14,9,"0,013513513513514","0,642857142857143"
spring,gs-messaging-jms,666,16,9,"0,013513513513514","0,5625"
spring,gs-gradle,666,12,9,"0,013513513513514","0,75"
spring,gs-consuming-web-service,666,9,4,"0,006006006006006","0,444444444444444"
spring,gs-consuming-rest,666,17,11,"0,016516516516517","0,647058823529412"
spring,gs-client-side-load-balancing,666,7,5,"0,007507507507508","0,714285714285714"
spring,gs-centralized-configuration,666,12,9,"0,013513513513514","0,75"
spring,gs-authenticating-ldap,666,15,11,"0,016516516516517","0,733333333333333"
spring,gs-accessing-mongodb-data-rest,666,8,6,"0,009009009009009","0,75"
spring,gs-accessing-data-rest,666,7,4,"0,006006006006006","0,571428571428571"
spring,gs-accessing-data-mysql,666,9,7,"0,010510510510511","0,777777777777778"
spring,gs-accessing-data-jpa,666,17,11,"0,016516516516517","0,647058823529412"
spring,getting-started-guides,666,5,5,"0,007507507507508",1
spring,gs-accessing-data-gemfire,666,11,9,"0,013513513513514","0,818181818181818"
spring,gs-validating-form-input,666,14,9,"0,013513513513514","0,642857142857143"
spring,gs-testing-restdocs,666,6,5,"0,007507507507508","0,833333333333333"
spring,gs-spring-boot-for-azure,666,6,5,"0,007507507507508","0,833333333333333"
spring,gs-rest-hateoas,666,12,10,"0,015015015015015","0,833333333333333"
spring,gs-reactive-rest-service,666,8,6,"0,009009009009009","0,75"
spring,gs-messaging-redis,666,12,9,"0,013513513513514","0,75"
spring,gs-messaging-gcp-pubsub,666,9,4,"0,006006006006006","0,444444444444444"
spring,gs-managing-transactions,666,9,8,"0,012012012012012","0,888888888888889"
spring,gs-integration,666,12,10,"0,015015015015015","0,833333333333333"
spring,gs-handling-form-submission,666,8,6,"0,009009009009009","0,75"
spring,gs-gateway,666,5,4,"0,006006006006006","0,8"
spring,gs-contract-rest,666,8,6,"0,009009009009009","0,75"
spring,gs-circuit-breaker,666,8,6,"0,009009009009009","0,75"
spring,gs-caching-gemfire,666,11,8,"0,012012012012012","0,727272727272727"
spring,gs-caching,666,6,5,"0,007507507507508","0,833333333333333"
spring,gs-batch-processing,666,12,9,"0,013513513513514","0,75"
spring,gs-async-method,666,13,9,"0,013513513513514","0,692307692307692"
spring,gs-actuator-service,666,16,10,"0,015015015015015","0,625"
spring,gs-accessing-vault,666,6,6,"0,009009009009009",1
spring,gs-accessing-neo4j-data-rest,666,9,6,"0,009009009009009","0,666666666666667"
spring,gs-accessing-gemfire-data-rest,666,6,6,"0,009009009009009",1
spring,gs-accessing-data-neo4j,666,17,11,"0,016516516516517","0,647058823529412"
spring,gs-accessing-data-mongodb,666,12,9,"0,013513513513514","0,75"
spring,tut-spring-boot-oauth2,666,18,3,"0,004504504504505","0,166666666666667"
spring,quoters,666,2,2,"0,003003003003003",1
