repository,forks,diskUsage_KB,stargazers,watchers,issues,commits,pullRequests,updatedAt,projects,status,ahead_by,behind_by
applideveloper/android-SlidingTabsBasic,0,204,0,1,0,1,0,2014-10-27T14:24:24Z,0,behind,0,25
amalulla/android-SlidingTabsBasic,0,210,0,1,0,2,0,2014-11-19T20:08:00Z,0,behind,0,24
vivekgidmare/android-SlidingTabsBasic,0,159,0,0,0,4,0,2014-12-06T06:51:08Z,0,behind,0,22
erpragatisingh-AndroidDeveloper/android-SlidingTabsBasic,0,240,0,1,0,5,0,2015-01-12T06:10:28Z,0,behind,0,21
NetworkConnected/android-SlidingTabsBasic,0,231,0,1,0,6,0,2015-02-21T16:06:13Z,0,behind,0,20
DakotaStream/android-SlidingTabsBasic,0,231,0,1,0,6,0,2015-03-04T00:48:30Z,0,behind,0,20
WHBlueMan/android-SlidingTabsBasic,0,231,0,1,0,6,0,2015-03-13T08:47:06Z,0,behind,0,20
jinsen47/android-SlidingTabsBasic,0,231,0,1,0,6,0,2015-03-15T08:39:09Z,0,behind,0,20
androiddream/android-SlidingTabsBasic,0,239,0,1,0,7,0,2015-04-09T02:04:42Z,0,behind,0,19
zrok80/android-SlidingTabsBasic,0,239,0,1,0,7,0,2015-04-10T23:42:00Z,0,behind,0,19
gvlaks/android-SlidingTabsBasic,0,239,0,1,0,7,0,2015-04-21T17:49:27Z,0,behind,0,19
carlosedubarreto/android-SlidingTabsBasic,0,234,0,1,0,8,0,2015-05-09T16:51:53Z,0,behind,0,18
ashokslsk/android-SlidingTabsBasic,0,250,2,1,0,9,0,2017-04-20T10:37:09Z,0,behind,0,17
sionsi/android-SlidingTabsBasic,0,241,0,0,0,13,0,2015-06-07T09:13:31Z,0,diverged,3,16
hoangkilik/android-SlidingTabsBasic,0,264,0,0,0,10,0,2015-06-15T02:48:43Z,0,behind,0,16
mdabbagh88/android-SlidingTabsBasic,0,264,0,0,0,10,0,2015-07-08T16:33:48Z,0,behind,0,16
