repository,forks,diskUsage_KB,stargazers,watchers,issues,commits,pullRequests,updatedAt,projects,status,ahead_by,behind_by
colinsung/android-ActiveNotifications,0,595,0,1,0,1,0,2015-05-29T04:06:03Z,0,behind,0,16
androidroadies/android-ActiveNotifications,0,595,0,1,0,1,0,2015-05-29T11:41:58Z,0,behind,0,16
TPAndroid/android-ActiveNotifications,0,595,0,1,0,1,0,2015-05-31T18:43:16Z,0,behind,0,16
vsahu1986/android-ActiveNotifications,0,627,0,1,0,1,0,2015-06-16T14:59:10Z,0,behind,0,16
mrtavat/android-ActiveNotifications,0,627,0,1,0,1,0,2015-07-08T05:42:09Z,0,behind,0,16
supa10/android-ActiveNotifications,0,627,0,1,0,1,0,2015-07-27T05:41:08Z,0,behind,0,16
jiangzhixiao/android-ActiveNotifications,0,627,0,1,0,1,0,2015-08-07T02:30:26Z,0,behind,0,16
chuz/android-ActiveNotifications,0,657,0,1,0,2,0,2015-08-18T09:08:43Z,0,behind,0,15
AdamRLukaitis/android-ActiveNotifications,0,662,0,1,0,3,0,2015-09-20T10:58:17Z,0,behind,0,14
bcuts/android-ActiveNotifications,0,662,0,1,0,3,0,2015-10-02T04:52:49Z,0,behind,0,14
taranjeetsapra/android-ActiveNotifications,0,662,0,1,0,3,0,2015-10-05T11:00:27Z,0,behind,0,14
dhootha/android-ActiveNotifications,0,543,0,1,0,6,0,2016-01-23T10:48:07Z,0,behind,0,11
tulika-chaterjee/android-ActiveNotifications,0,543,0,1,0,6,0,2016-02-10T03:11:13Z,0,behind,0,11
rajatgupta0889/android-ActiveNotifications,0,546,0,1,0,7,0,2016-03-10T12:44:53Z,0,behind,0,10
datalink747/android-ActiveNotifications,0,546,0,1,0,7,0,2016-03-11T09:26:37Z,0,behind,0,10
trsbalaji/android-ActiveNotifications,0,546,0,1,0,7,0,2016-03-22T05:45:30Z,0,behind,0,10
puzuwe/android-ActiveNotifications,0,546,0,1,0,7,0,2016-03-26T12:09:06Z,0,behind,0,10
luisriverag/android-ActiveNotifications,0,546,0,1,0,7,0,2016-04-05T10:44:09Z,0,behind,0,10
paul-matthews/android-ActiveNotifications,0,547,0,0,0,7,0,2016-04-06T09:51:04Z,0,behind,0,10
zzmjohn/android-ActiveNotifications,0,550,0,1,0,8,0,2016-04-14T06:03:05Z,0,behind,0,9
TORIFUKUKaiou/android-ActiveNotifications,0,548,0,1,0,8,0,2016-04-22T13:23:21Z,0,behind,0,9
kleopatra999/android-ActiveNotifications,0,550,0,1,0,8,0,2016-04-25T20:50:20Z,0,behind,0,9
huiyuet510vlan/android-ActiveNotifications,0,560,1,0,0,9,0,2017-02-17T20:34:00Z,0,behind,0,8
huiyuet510/android-ActiveNotifications,0,560,0,0,0,9,0,2017-02-17T20:34:00Z,0,behind,0,8
hy0044/android-ActiveNotifications,0,556,0,1,0,13,0,2016-05-03T08:44:05Z,0,diverged,4,8
