framework,samples ,framework contributors ,sample contributors ,common contributors ,common/framework ,common/sample
android,android-DragAndDropAcrossApps,3061,0,0,0,0
android,android-DownloadableFonts,3061,0,0,0,0
android,android-DoneBar,3061,0,0,0,0
android,android-DocumentCentricRelinquishIdentity,3061,0,0,0,0
android,android-DocumentCentricApps,3061,0,0,0,0
android,android-DirectShare,3061,0,0,0,0
android,android-DirectorySelection,3061,0,0,0,0
android,android-DeviceOwner,3061,0,0,0,0
android,android-DelayedConfirmation,3061,0,0,0,0
android,android-CustomTransition,3061,0,0,0,0
android,android-CustomNotifications,3061,0,0,0,0
android,android-ContentProviderPaging,3061,0,0,0,0
android,android-ConfirmCredential,3061,0,0,0,0
android,android-CommitContentSampleIME,3061,0,0,0,0
android,android-CommitContentSampleApp,3061,0,0,0,0
android,android-ClippingBasic,3061,0,0,0,0
android,android-CardView,3061,0,0,0,0
android,android-CardReader,3061,0,0,0,0
android,android-CardEmulation,3061,0,0,0,0
android,android-BorderlessButtons,3061,0,0,0,0
android,android-BluetoothAdvertisements,3061,0,0,0,0
android,android-BeamLargeFiles,3061,0,0,0,0
android,android-BatchStepSensor,3061,0,0,0,0
android,android-BasicTransition,3061,0,0,0,0
android,android-BasicSyncAdapter,3061,0,0,0,0
android,android-BasicNotifications,3061,0,0,0,0
android,android-BasicNetworking,3061,0,0,0,0
android,android-BasicMultitouch,3061,0,0,0,0
android,android-BasicMediaRouter,3061,0,0,0,0
android,android-BasicMediaDecoder,3061,0,0,0,0
android,android-BasicManagedProfile,3061,0,0,0,0
android,android-BasicImmersiveMode,3061,0,0,0,0
android,android-BasicGestureDetect,3061,0,0,0,0
android,android-BasicContactables,3061,0,0,0,0
android,android-BasicAndroidKeyStore,3061,0,0,0,0
android,android-AutoBackupForApps,3061,0,0,0,0
android,android-AsymmetricFingerprintDialog,3061,0,0,0,0
android,android-AppShortcuts,3061,0,0,0,0
android,android-AppRestrictionSchema,3061,0,0,0,0
android,android-AppRestrictions,3061,0,0,0,0
android,android-AppRestrictionEnforcer,3061,0,0,0,0
android,android-AdvancedImmersiveMode,3061,0,0,0,0
android,android-ActiveNotifications,3061,0,0,0,0
android,android-ActionBarCompat-Styled,3061,0,0,0,0
android,android-ActionBarCompat-ListPopupMenu,3061,0,0,0,0
android,android-ActionBarCompat-Basic,3061,0,0,0,0
android,android-key-attestation,3061,0,0,0,0
android,android-play-places,3061,0,0,0,0
android,android-AccelerometerPlay,3061,0,0,0,0
android,android-play-awareness,3061,1,1,"0,000326690623979",1
android,leanback-assistant,3061,0,0,0,0
android,android-play-safetynet,3061,0,0,0,0
android,account-transfer-api,3061,1,1,"0,000326690623979",1
android,android-SimpleMediaPlayer,3061,0,0,0,0
android,android-fido,3061,1,0,0,0
android,android-WearStandaloneGoogleSignIn,3061,1,0,0,0
android,android-WearOAuth,3061,2,0,0,0
android,android-unsplash,3061,1,1,"0,000326690623979",1
android,android-codelab-watchface,3061,0,0,0,0
android,android-OurStreets,3061,0,0,0,0
android,android-WearCompanionLibrary,3061,0,0,0,0
android,android-gcmnetworkmanager,3061,0,0,0,0
android,identity-toolkit-android,3061,2,0,0,0
android,android-WclDemoSample,3061,0,0,0,0
android,attendee-checkin,3061,0,0,0,0
android,android-play-games-in-motion,3061,1,0,0,0
android,androidtv-daydream,3061,0,0,0,0
android,androidtv-VisualGameController,3061,0,0,0,0
android,androidtv-GameController,3061,1,1,"0,000326690623979",1
android,android-google-accounts,3061,0,0,0,0
spring,tut-rest,279,1,1,"0,003584229390681",1
spring,gs-vault-config,279,0,0,0,0
spring,gs-spring-boot,279,0,0,0,0
spring,gs-rest-service,279,3,1,"0,003584229390681","0,333333333333333"
spring,gs-spring-boot-docker,279,2,0,0,0
spring,gs-scheduling-tasks,279,2,1,"0,003584229390681","0,5"
spring,gs-maven,279,1,1,"0,003584229390681",1
spring,gs-crud-with-vaadin,279,0,0,0,0
spring,gs-uploading-files,279,3,1,"0,003584229390681","0,333333333333333"
spring,gs-testing-web,279,0,0,0,0
spring,gs-serving-web-content,279,1,0,0,0
spring,gs-service-registration-and-discovery,279,2,1,"0,003584229390681","0,5"
spring,gs-securing-web,279,1,1,"0,003584229390681",1
spring,gs-rest-service-cors,279,2,2,"0,007168458781362",1
spring,gs-relational-data-access,279,2,1,"0,003584229390681","0,5"
spring,gs-producing-web-service,279,1,0,0,0
spring,gs-multi-module,279,0,0,0,0
spring,gs-messaging-stomp-websocket,279,2,1,"0,003584229390681","0,5"
spring,gs-messaging-rabbitmq,279,1,1,"0,003584229390681",1
spring,gs-messaging-jms,279,2,1,"0,003584229390681","0,5"
spring,gs-gradle,279,1,1,"0,003584229390681",1
spring,gs-consuming-web-service,279,1,0,0,0
spring,gs-consuming-rest,279,2,1,"0,003584229390681","0,5"
spring,gs-client-side-load-balancing,279,0,0,0,0
spring,gs-centralized-configuration,279,2,1,"0,003584229390681","0,5"
spring,gs-authenticating-ldap,279,2,1,"0,003584229390681","0,5"
spring,gs-accessing-mongodb-data-rest,279,0,0,0,0
spring,gs-accessing-data-rest,279,0,0,0,0
spring,gs-accessing-data-mysql,279,0,0,0,0
spring,gs-accessing-data-jpa,279,2,1,"0,003584229390681","0,5"
spring,getting-started-guides,279,0,0,0,0
spring,gs-accessing-data-gemfire,279,2,1,"0,003584229390681","0,5"
spring,gs-validating-form-input,279,2,1,"0,003584229390681","0,5"
spring,gs-testing-restdocs,279,0,0,0,0
spring,gs-spring-boot-for-azure,279,0,0,0,0
spring,gs-rest-hateoas,279,1,1,"0,003584229390681",1
spring,gs-reactive-rest-service,279,0,0,0,0
spring,gs-messaging-redis,279,3,1,"0,003584229390681","0,333333333333333"
spring,gs-messaging-gcp-pubsub,279,0,0,0,0
spring,gs-managing-transactions,279,0,0,0,0
spring,gs-integration,279,1,1,"0,003584229390681",1
spring,gs-handling-form-submission,279,0,0,0,0
spring,gs-gateway,279,0,0,0,0
spring,gs-contract-rest,279,1,0,0,0
spring,gs-circuit-breaker,279,0,0,0,0
spring,gs-caching-gemfire,279,0,0,0,0
spring,gs-caching,279,0,0,0,0
spring,gs-batch-processing,279,1,1,"0,003584229390681",1
spring,gs-async-method,279,1,0,0,0
spring,gs-actuator-service,279,1,1,"0,003584229390681",1
spring,gs-accessing-vault,279,0,0,0,0
spring,gs-accessing-neo4j-data-rest,279,0,0,0,0
spring,gs-accessing-gemfire-data-rest,279,0,0,0,0
spring,gs-accessing-data-neo4j,279,3,1,"0,003584229390681","0,333333333333333"
spring,gs-accessing-data-mongodb,279,0,0,0,0
spring,tut-spring-boot-oauth2,279,2,0,0,0
spring,quoters,279,0,0,0,0
